Pointer,Japanese
0x12c04c,カギが かかっている«0xe2»るすのようだ«*0»
0x12c04e,カギが かかっている«0xe2»るすのようだ«*0»
0x12c050,カギが かかっている«0xe2»るすのようだ«*0»
0x12c052,カギが かかっている«0xe2»るすのようだ«*0»
0x12c054,カギが かかっている«0xe2»るすのようだ«*0»
0x12c056,カギが かかっている«0xe2»るすのようだ«*0»
0x12c058,カギが かかっている«0xe2»るすのようだ«*0»
0x12c05a,カギが かかっている«0xe2»るすのようだ«*0»
0x12c05c,カギが かかっている«0xe2»るすのようだ«*0»
0x12c05e,カギが かかっている«0xe2»るすのようだ«*0»
0x12c060,カギが かかっている«0xe2»るすのようだ«*0»
0x12c062,『たかピ-のいえ «0xe2» テレファングについて«0xe2» おしえるよ!』«0xe2»«*0»
0x12c064,ふ-ん....«0xe2»『たかピ-』ね...«*0»
0x12c066,あっ!ニンゲンだ!«*0»
0x12c068,うわ-っ!!!!!!!!!«0xe2»うみの デンジュウだ-!!!«*0»
0x12c06a,にげないでっペ!にげないでっペ!ボクは なにもしないっペ!«*0»
0x12c06c,ほんとに なにもしない?«0xe2»そばに いってもだいじょうぶ?«*0»
0x12c06e,だいじょうぶだっペ!«0xe2»だから こっちにきて «0xe2»ボクの はなしをきいてくれっペ«0xe2»«*0»
0x12c070,あのねボク うみのみんなに«0xe2»イ-リスにいっちゃダメって«0xe2»いわれたんだペど どうしても«0xe2»『ゲ-ムマシン』がほしくて«0xe2»ここにきちゃったんだっペ«0xe2»でもイ-リスには «0xe2»『ゲ-ムマシン』を うっている«0xe2»ところが ないんだっペ...«0xe2»だれかに たのもうと おもっペもイ-リスのデンジュウは«0xe2»ここにちかづかないし...«0xe2»ニンゲンは ボクをみると«0xe2»キミみたいに にげだしちゃうし«0xe2»«*0»
0x12c072,おねがいだっペ!«0xe2»『ゲ-ムマシン』を もってきて«0xe2»くれないっペ?«0xe2»『ゲ-ムマシン』を もってきて«0xe2»くれたら おれいに うみに «0xe2»はいれるように してあげるっペよ«*0»
0x12c074,『ゲ-ムマシン』をもってきて«0xe2»くれっペ!«0xe2»おねがいだっペ!«0xe2»«*0»
0x12c076,『ゲ-ムマシン』をあげますか?«0xe2» はい  いいえ«*a»
0x12c078,『ゲ-ムマシン』だっペ-!!«0xe2»あリがとうだっペ!«0xe2»やくそくどおリ うみにつれて«0xe2»いってあげるっペ!«0xe2»これが ボクのデンワバンゴウ!«0xe2»«*0»
0x12c07a,リリオペの デンワバンゴウを«0xe2»てにいれた«*0»
0x12c07c,これで みずのなかに«0xe2»はいれるように なるんだっペ!«0xe2»たまには デンワしてくれっペ!«0xe2»それじゃ バイバ-イ«*0»
0x12c07e,あ!イ-リスからきたの?«0xe2»うみをわたってこれたってことは«0xe2»キミはTファンガ-なんだね?«0xe2»«*0»
0x12c080,じつは いま パ-ムかいは«0xe2»おそろしい Tファンガ-に «0xe2»ねらわれてるんだ«0xe2»そいつは パ-ムかいにある«0xe2»たいせつな アンテナのきを«0xe2»たたきおろうと しているんだ!«*0»
0x12c082,なんだって?«0xe2»なんてことするんだ!«0xe2»おなじ Tファンガ-として«0xe2»ゆるせない!«*0»
0x12c084,だから おねがいだよ!«0xe2»そのTファンガ-を キミが «0xe2»やっつけて くれないか?«0xe2»«*0»
0x12c086,もちろん! でもどこにいるか«0xe2»わからないじゃん«*0»
0x12c088,ボクに さくせんが あるんだ«0xe2»いいかい よくきいて...«0xe2»アンテナのきの とびらは«0xe2»いま カギかかかって«0xe2»はいれないんだ«0xe2»だから キミが カギをあけて«0xe2»アイツを まちぶせて やっつけてしまうんだよ«*0»
0x12c08a,すごい! あったまいい!«*0»
0x12c08c,いやぁ それほどでも....«*0»
0x12c08e,いや..そうじゃなくて..«0xe2»でもアンテナのきに いくには«0xe2»『うみのどうくつ』にある«0xe2»スイッチをおして とびらを «0xe2»あけなくては ダメなんだ«0xe2»うみからは むリなんだけど«0xe2»イ-リスから どうくつに«0xe2»はいるほうほうがあるんだ!«0xe2»あるばしょで あいことばをいえばそこに かくれている«0xe2»デンジュウが どうくつに«0xe2»あんないしてくれるよ«*0»
0x12c090,そのデンジュウに あうための«0xe2»あいことばは«0xe2»『ふるききは ささえる«0xe2» ふたつのせかいを ささえる』«0xe2»だよ わかったかい?«0xe2»«*0»
0x12c092,たのんだよ«0xe2»アイツをやっつけてくれ!!«*0»
0x12c094,『あいことばをいえぬもの«0xe2» たちいること キンシ』«*0»
0x12c096,『あいことばをいえぬもの«0xe2» たちいること キンシ』«0xe2»あいことばは...??«0xe2»... ... ...«0xe2»『ふるききは ささえる«0xe2» ふたつのせかいを ささえる』«0xe2»あいことばを かくにんした«0xe2»はいってください«*0»
0x12c098,ようこそいらっしゃいました«0xe2»ここは うみのデンジュウの«0xe2»まもリがみをまつる«0xe2»『うみの どうくつ』ヘ«0xe2»いくための ヒミツのかくれが«0xe2»アナタはわれわれのトモダチと«0xe2»みとめられました«0xe2»うみのデンジュウのせいいきに«0xe2»ごあんないしましょう«0xe2»それから どうくつから«0xe2»おかえリのさいは うきしまの«0xe2»まんなかにたっていただければ«0xe2»イ-リスにもどってくることが«0xe2»できます«0xe2»では いってらっしゃい...«0xe2»«*0»
0x12c09a,アンテナのきにつづく«0xe2»とびらをひらいた«*0»
0x12c09c,もしもし?マツキヨですけど?«0xe2»«&0xc92c»くん«0xe2»ききましたよ...«0xe2»アンテナのきをねらっている«0xe2»Tファンガ-とは いったい«0xe2»なにものなのでしょうか?«0xe2»う-ん きょうみぶかいです«0xe2»«*0»
0x12c09e,アンテナのきにはいるとびらを«0xe2»ひらいた«*0»
0x12c0a0,もしもし!マツキヨです!«0xe2»«&0xc92c»くん!!«0xe2»いまそちらにむかって«0xe2»ナゾのデンジュウたちが«0xe2»むかっています!!«0xe2»...ようすがおかしいです!«0xe2»はやくかくれてください!«0xe2»«&0xc92c»くん!!«*0»
0x12c0a2,もうおそい!!«*0»
0x12c0a4,...オマエか?«0xe2»うみのデンジュウにきょうリょく«0xe2»して オレのジャマをしようとするTファンガ-というのは...«0xe2»オレのナマエは『カイ』«0xe2»『シンデンジュウ』のめいれいで«0xe2»デンジュウカイから すベての«0xe2»アンテナのきを けす!«*0»
0x12c0a6,『シンデンジュウ』?«0xe2»なんだよそれ???«0xe2»それよリも なぜ«0xe2»そんなことを するんだ!?«*0»
0x12c0a8,オマエに はなすひつようはない«0xe2»オレのジャマをするな...«0xe2»アンテナのきなんて このよに«0xe2»ひつようのないものだ!«*0»
0x12c0aa,ふん...«0xe2»どうしても オレのジャマをする«0xe2»つもリなんだな...«0xe2»わかった...«0xe2»オマエとにらみあっていても«0xe2»じかんのムダだ!«*0»
0x12c0ac,こい!コイツらにすがたを«0xe2»みせてやれ!!«*0»
0x12c0ae,くっ...«0xe2»まさかオマエのつれている«0xe2»『ヘイタイ』がそこまでつよい«0xe2»とはな...«*0»
0x12c0b0,『ヘイタイ』じゃない!«0xe2»デンジュウは オレのだいじな«0xe2»『トモダチ』だ!«0xe2»«*0»
0x12c0b2,『ヘイタイ』じゃない?«0xe2»『トモダチ』だと?...«0xe2»ふん!まぁいい!«0xe2»きょうのところはオレのまけだ«0xe2»しかし このさきオレのジャマを«0xe2»するようだったら こんどは«0xe2»ようしゃしないぞ!!«0xe2»«*0»
0x12c0b4,もしもし!マツキヨです!«0xe2»いきなリ デンワが きれたので«0xe2»どうしたのかとおもいましたよ«0xe2»«*0»
0x12c0b6,『カイ』っていうヤツに«0xe2»いきなリ テレファングを«0xe2»いどまれたんだ«0xe2»デンジュウカイから«0xe2»アンテナのきを なくそうと«0xe2»しているみたいなんだ«*0»
0x12c0b8,それは たいヘんでしたね...«0xe2»しかし その『カイ』という«0xe2»しょうねんのもくてきはなんなの«0xe2»でしょう...«0xe2»まぁ なやんでいても«0xe2»しょうがあリせん!«0xe2»«&0xc92c»くんが«0xe2»まもったアンテナのきをとおって«0xe2»つぎのまちにすすみましょう!«0xe2»«*0»
0x12c0ba,こんにちは«0xe2»Tファンガ-の かたですか?«*0»
0x12c0bc,ここ きかいのまち フリジアでは『Tファンガ-たいかい』を«0xe2»かいさいして いますよ«0xe2»«*0»
0x12c0be,Tファンガ-たいかい!«0xe2»なんかおもしろそ-じゃん!«0xe2»それって どんなル-ルなの?«0xe2»«*0»
0x12c0c0,まちの にしがわにある«0xe2»もリを つかって«0xe2»かちぬきせんの テレファングを«0xe2»おこなってもらいます«0xe2»そして もリの つきあたリにあるほこらから しょうひんを«0xe2»とってきて いただきます«0xe2»«*0»
0x12c0c2,でる! オレ それにでるよ!«*0»
0x12c0c4,わかリました«0xe2»それでは おナマエを...«0xe2»... ... ... ...«0xe2»... ... ... ...«0xe2»«&0xc92c»さま..っと«0xe2»たしかに うけたまわリました«*0»
0x12c0c6,うお-!«0xe2»どんなデンジュウが «0xe2»でてくるんだろう たのしみ-!«0xe2»«*0»
0x12c0c8,フリジアのまちで たいかいの«0xe2»じょうほうを あつめておいた«0xe2»ほうが よろしいですよ«0xe2»それでは とうろくしておきます«0xe2»がんばってくださいね«0xe2»«*0»
0x12c0ca,...............«0xe2»...............«0xe2»あのひと どっかで みたことが«0xe2»あるようなきが....«0xe2»まぁ いいか!«0xe2»«*0»
0x12c0cc,いくぞ!1かいせん«0xe2»オレと テレファングだ!«*0»
0x12c0ce,なかなか やるね!«0xe2»2かいせんも がんばって!«*0»
0x12c0d0,2かいせんは ワタシが«0xe2»あいてですわ«0xe2»テレファング いきますわよ«0xe2»«*0»
0x12c0d2,すばらしい テレファングですわ!3かいせんも がんばって!«*0»
0x12c0d4,いくぞ!3かいせん«0xe2»ワタシが あいてよっ!«*0»
0x12c0d6,アンタ なかなか やるね!«0xe2»4かいせんも がんばるんだよ!«*0»
0x12c0d8,4かいせんは オレが あいてだ!かぜになるぜ!ゴ-ゴ-!!«*0»
0x12c0da,やるな! オマエになら«0xe2»まけても くいはない!«0xe2»つぎもがんばるんだぜ!«0xe2»«*0»
0x12c0dc,おっ!«0xe2»オマエTファンガ-だな!«0xe2»オレたちは«0xe2»ゆうしょうこうほナンバ-ワンの«0xe2»スゴウデTファンガ-さまの«0xe2»コブンさまだ! エッヘン!«*0»
0x12c0de,スゴウデTファンガ-さまは«0xe2»ゆうしょうしょうひんを«0xe2»うけとリに このさきにある«0xe2»ほこらヘ いっているのだ«*0»
0x12c0e0,ここまできた Tファンガ-なら«0xe2»それなリのチカラをもって«0xe2»いるだろうが«0xe2»スゴウデTファンガ-さまには«0xe2»かなわないさ!«0xe2»«*0»
0x12c0e2,スゴウデTファンガ-さまの«0xe2»てを わずらわすまでもない«0xe2»オレタチがあいてをしてやるよ!«0xe2»かくごしな!!«*0»
0x12c0e4,うわっ!«0xe2»オレたちの たいせつな«0xe2»デンジュウが! くそ-!«0xe2»おぼえてろ!«*0»
0x12c0e6,...ん?«0xe2»なんだ オマエは?«0xe2»なんで ここまでこれたんだ?«0xe2»オレの コブンたちは なにを«0xe2»しているんだ?«0xe2»«*0»
0x12c0e8,ヘヘっ!やっとここまできたぜ!«0xe2»オマエが«0xe2»『スゴウデTファンガ-』とか«0xe2»いうヤツか?«0xe2»わるいけど オマエをたおして«0xe2»Tファンガ-たいかいの«0xe2»ゆうしょうは オレが«0xe2»いただくぜ!«*0»
0x12c0ea,ふっ...なかなかのじしんだな«0xe2»ここまでこれたぐらいだ«0xe2»かなリのデンジュウなんだろう«0xe2»オレにはわかる わかるぞ...«0xe2»オマエのつれているデンジュウが«0xe2»つよいヤツだということを...«0xe2»だが まだまだあまい!«0xe2»いくぞ! テレファングだ!«*0»
0x12c0ec,なにっ!«0xe2»まさかオレが まけるとは!«0xe2»...オレもまだ しゅぎょうが«0xe2»たリんな...«0xe2»みごとだ!しょうねん!«0xe2»つぎあうときこそは キミに«0xe2»かってみせよう!«0xe2»さらばだ!«*0»
(No pointer),«0xe2»
0x12c0ee,お- チミが «0xe2»Tファンガ-たいかいの«0xe2»ゆうしょうしゃか!«0xe2»たいかいしゅさいしゃの«0xe2»『カクザとう』とうしゅ«0xe2»ネリカラでございます.....«0xe2»ってチミはぁ!!!!«0xe2»«*0»
0x12c0f0,あ-!! どっかでみた«0xe2»ヘんなおっさんじゃんか!«0xe2»ここで なにをしてるんだよ!«0xe2»«*0»
0x12c0f2,ヘんなおっさんとは なんだ!«0xe2»ヘんなおっさんとは!«0xe2»ワタシは なにもたくらんでなんかいないぞ!«0xe2»ワタシは ジュンスイに«0xe2»たいかいを....«*0»
0x12c0f4,うそつけっ!«0xe2»どうせ たいかいをしゅさいして«0xe2»ユウメイになろうとか«0xe2»かんがえてたんだろ!«*0»
0x12c0f6,う-...ズボシだったリして..く..くそ--っ«0xe2»もう チミとはかかわリたくない«0xe2»もっと ちっちゃな ところから«0xe2»はじめることにする!«0xe2»それでは あかるいミライを-«*0»
0x12c0f8,あっ にげた....«0xe2»まぁ いいや ほっとこうっと«0xe2»ゆうしょうしょうひんは«0xe2»あるのかな...«0xe2»おくにいってみよう...«0xe2»«*0»
0x12c0fa,もう イヤだ-!!«*0»
0x12c0fc,どうしたんだ?«*0»
0x12c0fe,きいてくれよ!«0xe2»このさきに バ-ランっていう«0xe2»まちがあるんだけど«0xe2»そこでは トリぐみデンジュウと«0xe2»ヘビぐみデンジュウが «0xe2»ながいあいだ ケンカしてるんだ«0xe2»まいにち ケンカしてるなんて«0xe2»イヤだろ?«0xe2»そんなせいかつが イヤで«0xe2»まちをとびだしてきたんだ«*0»
0x12c100,そうなのか....«0xe2»なんで そんなにながいあいだ«0xe2»ケンカしてるんだ?«0xe2»«*0»
0x12c102,くわしい はなしは トリぐみの«0xe2»おさにでも きいてくれよ«0xe2»オイラは これから フリジアで あたらしいせいかつを«0xe2»はじめるんだ«0xe2»まいにち ケンカしなくていいし«0xe2»そのことも おさに«0xe2»つたえておいてくれよ«*0»
0x12c104,..オマエとは えんがあったら«0xe2»また あいたいな...«0xe2»オイラのナマエは『ガンバンオ-』じゃあ またな!«*0»
0x12c106,... ... ... ...«0xe2»はなしだけでも おさに«0xe2»きいてみるか«0xe2»でんごんも あることだし...«0xe2»よしっ! バ-ランのまちに«0xe2»いってみよう!«*0»
0x12c108,バ-ランのまちに ようこそ«0xe2»ニンゲンのおきゃくじん«0xe2»ワシはトリぐみのおさじゃ«0xe2»«*0»
0x12c10a,ここにくるまえに«0xe2»『ガンバンオ-』っていう«0xe2»デンジュウにあったんだ«0xe2»『ケンカする まいにちは «0xe2»イヤだから フリジアで«0xe2»あたらしい せいかつを«0xe2»はじめるんだ』っていってたよ«0xe2»«*0»
0x12c10c,ガンバンオ-のやつ«0xe2»ニンゲンに われらのハジを«0xe2»しゃベったのか....«0xe2»だが ヤツのきもちもよくわかる«0xe2»たしかに トリぐみと ヘビぐみはもう ながいあいだ ケンカを«0xe2»しておるからの«0xe2»«*0»
0x12c10e,どうして そんなにながいあいだ«0xe2»ケンカをつづけてるんだ?«*0»
0x12c110,くわしいことは もうわすれて«0xe2»しもうたが ささいなこと«0xe2»じゃったとおもう«0xe2»それがどんどんおおきくなって«0xe2»しまってな....«0xe2»しょうじきなところ ワシは«0xe2»もう ケンカをすることに«0xe2»つかれてしもうた....«*0»
0x12c112,それなら さっさと なかなおリ«0xe2»しちゃえば いいじゃないか«*0»
0x12c114,トリぐみの ものが いくと«0xe2»はなしにならんのでの...«0xe2»いつもケンカになってしまう..«0xe2»«*0»
0x12c116,そうじゃ!«0xe2»ニンゲンの オマエさんが«0xe2»なかなおリの ししゃになって«0xe2»くれれば なかなおリできるかも«0xe2»しれん!«0xe2»おねがいできんかの?«*0»
0x12c118,... ... ... ...«0xe2»ケンカしてるよリは なかよく«0xe2»してるほうが たのしいもんな«0xe2»わかったよ!«0xe2»その やくめ ひきうける!«0xe2»«*0»
0x12c11a,おぉ!あリがとう«0xe2»おれいは キチンとするでのぉ«0xe2»では たのんだぞ!«0xe2»«*0»
0x12c11c,トリぐみの ししゃとして«0xe2»ヘビぐみのおさの ところヘ«0xe2»いってくれ«0xe2»よろしく たのんだぞ!«*0»
0x12c11e,ニンゲンふぜいが «0xe2»ヘビぐみの おさに なんの«0xe2»ようじと いうのじゃ!«0xe2»«*0»
0x12c120,トリぐみの おさから«0xe2»なかなおリの ししゃを«0xe2»たのまれたんだ«0xe2»«*0»
0x12c122,なにぃ! あの トリぐみの«0xe2»ししゃだと?«0xe2»きさまも トリぐみのナカマか!«0xe2»それならただで かえすわけには«0xe2»いかんのぉ......«0xe2»ワシと テレファングじゃ!«*0»
0x12c124,... ... ... ...«0xe2»むぅ なかなかやるのう«0xe2»はなしだけはきいてやろう«0xe2»で...なんの はなしじゃ?«*0»
0x12c126,だからさっきもいったじゃん«0xe2»オレは なかなおリの «0xe2»ししゃなんだって!«0xe2»«*0»
0x12c128,!!«0xe2»トリぐみが なかなおリとはのぉ«0xe2»ワシも おなじことを かんがえておった«*0»
0x12c12a,じゃあ このもんだいは«0xe2»かいけつじゃん!«*0»
0x12c12c,まてい!«0xe2»そうそう かんたんに «0xe2»なかなおリは できんのじゃ«0xe2»ワシらにも 『メンツ』と«0xe2»というものがある«0xe2»そうじゃのう.....«*0»
0x12c12e,そうじゃ!«0xe2»ワシはいま 『ぬいぐるみ』が«0xe2»ほしいのじゃ«0xe2»それを もってきてもらおうか«0xe2»トリぐみの おさが もっている«0xe2»はずじゃ«*0»
0x12c130,『ぬいぐるみ』を もってきたら«0xe2»トリぐみと なかなおリを«0xe2»するんだな«0xe2»わかった!«0xe2»トリぐみの おさに いって«0xe2»もらってくるよ«*0»
0x12c132,トリぐみのおさがもっている«0xe2»『ぬいぐるみ』をもってこないと«0xe2»なかなおリは できないぞ!«0xe2»«*0»
0x12c134,どうじゃった?«0xe2».....『ぬいぐるみ』とな?はて...どこにやったかの?«0xe2»«*0»
0x12c136,そうじゃ!«0xe2»ガンバンオ-のヤツが もって«0xe2»いってしまいおったんじゃ!«0xe2»«*0»
0x12c138,たしか フリジアのまちに«0xe2»おるんじゃったな...«0xe2»すまんが ガンバンオ-を«0xe2»さがして 『ぬいぐるみ』を«0xe2»もらってきてくれんか?«0xe2»たのんだぞ!«*0»
0x12c13a,フリジアで ガンバンオ-を«0xe2»さがしだして 『ぬいぐるみ』を«0xe2»もってきてくれ!«0xe2»«*0»
0x12c13c,あ-----っ!«0xe2»このまえあった ニンゲンじゃん«0xe2»わざわざたずねてきてくれたんだ!ウレシ-!!«*0»
0x12c13e,じつは トリぐみとヘビぐみが«0xe2»なかなおリできそうなんだ!«*0»
0x12c140,!!«0xe2»あんなに なかが«0xe2»わるかったのに...«0xe2»でも『できそう』っていうのは?«*0»
0x12c142,ヘビぐみの おさが «0xe2»『ぬいぐるみ』をもってこいっていってるんだ«0xe2»«*0»
0x12c144,『ぬいぐるみ』...«*0»
0x12c146,ひょっとして オイラがもってる«0xe2»これのことかい?«*0»
0x12c148,それ!それがあれば«0xe2»なかなおリできるんだ!«*0»
0x12c14a,なかなおリは してほしいけど«0xe2»... ... ...«0xe2»やっぱリ ただじゃあげれないよねここはひとつ...«0xe2»オイラと テレファングだ!«0xe2»«*0»
0x12c14c,アイタタ...キミ つよいね!«0xe2»はい やくそくだったね«*0»
0x12c14e,『ぬいぐるみ』をてにいれた!«*0»
0x12c150,あっ! ってことは«0xe2»オイラが まちをでたリゆうが«0xe2»なくなっちゃったんだ«0xe2»どうしよう...«0xe2»まちに かえろうかな?«0xe2»«*0»
0x12c152,かえっちゃえ!かえっちゃえ!«0xe2»ガンバンオ-は わるくないよ!«*0»
0x12c154,そういってもらえると«0xe2»かえリやすいな«0xe2»じゃあ キミは さきに«0xe2»かえっててよ«0xe2»オイラも あとからまちに«0xe2»もどるからさ!«0xe2»じゃあ またこんど!«*0»
0x12c156,さきに もどっていてよ«0xe2»オイラもあとから もどるからさ«*0»
0x12c158,おぉ!!!«0xe2»『ぬいぐるみ』を もらって«0xe2»きてくれたのか!«0xe2»これで ヘビぐみのデンジュウと«0xe2»なかなおリができるの!!«*0»
0x12c15a,ヘっ! これぐらいカンタンだぜ!んじゃ あとは これを«0xe2»ヘビぐみの おさに«0xe2»わたしてくるだけだな!«0xe2»それじゃあ ヘビぐみのところヘ«0xe2»いって わたしてくるよ«*0»
0x12c15c,ちょっとまて«0xe2»ここまでやってくれたのじゃ«0xe2»さきに そのおれいをさせてくれ«*0»
0x12c15e,『かいぞうしよう2』«0xe2»をてにいれた«*0»
0x12c160,『じっけんしよう2』«0xe2»をてにいれた«*0»
0x12c162,ほんとに これくれるの?«0xe2»サンキュ-! これで«0xe2»いろんなデンジュウを シンカ«0xe2»させることが できるぜ!«*0»
0x12c164,ホッホッホッ«0xe2»ほんの おれいじゃよ«0xe2»では さいごの ひとしごとを«0xe2»たのむぞ!«*0»
0x12c166,『ぬいぐるみ』を わたしますか? はい  いいえ«*a»
0x12c168,ワ ワシに くれるんじゃ«0xe2»ないのか??«*0»
0x12c16a,『ぬいぐるみ』を わたした«*0»
0x12c16c,おぉ!『ぬいぐるみ』じゃ«0xe2»やくそくどおリ トリぐみとは«0xe2»なかなおリを しよう«0xe2»そのあかしに アンテナのきの«0xe2»とびらのカギを あけておくぞ«0xe2»これで トリぐみと «0xe2»なかなおリじゃ-!«0xe2»«*0»
0x12c16e,«&0xc92c»くんですか?«0xe2»マツキヨです«0xe2»いま どのあたリに«0xe2»おられるのでしょうか?«*0»
