Pointer,Japanese,English
0x110052,"みんなどんなときに
うたをうたうのかな?
 たのしいとき かなしいとき<*A>",/0x110052/<*A>
0x110054,"たのしいときにうたをうたうと
もっとたのしくなるからね!
 そうだね それいがいにも<*A>",/0x110054/<*A>
0x110056,"かなしいときにうたをうたうと
ぜんぶ わすれちゃうからね
 そうだね それいがいにも<*A>",/0x110056/<*A>
0x110058,"だからみんなうたをうたうのが
だいすきなんだね!!<*2>",/0x110058/<*2>
0x11005a,"なになに?トモダチもふえる?
いいこときちゃった!!<*2>",/0x11005a/<*2>
0x11005c,"つらいこともあるけど
うたがあればヘいきだね!<*2>",/0x11005c/<*2>
0x11005e,"え?ひとをかんどうさせられる!
うたはきもちもつたわるんだね!<*2>",/0x11005e/<*2>
 #######, colspan=2 | '''081                                                     '''
0x110060,"オレの18ばん しってるか?
『かえるのうた』なんだ! 
 マジで! ダサい<*A>",/0x110060/<*A>
0x110062,"マジだよ!オレのうたをきいて
ないたやつがいるくらいさ!
 おかしくて? かんどうして?<*A>",/0x110062/<*A>
0x110064,"ダサいとはなんだ!
いまはこれがはやってるの!
 ほんと しらなかった<*A>",/0x110064/<*A>
0x110066,"しつれいなやつだな!
あまリのうまさにだよ!<*2>",/0x110066/<*2>
0x110068,"そう!かんどうして
オレがないてたくらいだからな!<*2>",/0x110068/<*2>
0x11006a,"しらないオマエのほうが
よっぽどダサいとおもうぜ!<*2>",/0x11006a/<*2>
0x11006c,"もうすこし よのなかの
ながれをよんだほうがいいぜ!<*2>",/0x11006c/<*2>
 #######, colspan=2 | '''082                                                     '''
0x11006e,"『こいのぼリ』っていう うたを
さいきん おぼえたんだ!
 そうなの ふむふむ<*A>",/0x11006e/<*A>
0x110070,"およいでるってことは
ほんものの さかななんだよね?
 ほんもの ちょっとちがう<*A>",/0x110070/<*A>
0x110072,"こいのぼリってなに?
 しらないのか ういてるやつ<*A>",/0x110072/<*A>
0x110074,"やねよリたかいところを
およぐってさかなっているの?<*2>",/0x110074/<*2>
0x110076,"さかなのかたちをしてるだけ
なんだ!みてみたいな-<*2>",/0x110076/<*2>
0x110078,"そうなんだよ しらないで
ずっと うたってたんだよな!<*2>",/0x110078/<*2>
0x11007a,"ああ あのういてるやつ...
って わかるか ボケ!<*2>",/0x11007a/<*2>
 #######, colspan=2 | '''083                                                     '''
0x11007c,"あめ あめ ふれ ふれ
かあさんが~ってうたしってる?
 しってる ちょっとだけ<*A>",/0x11007c/<*A>
0x11007e,"そのあとのジャノメでおむかえ
のジャノメってなに?
 ヘびのめ カサ<*A>",/0x11007e/<*A>
0x110080,"あのうたさ 2ばんとかあるの?
 あるよ しらない<*A>",/0x110080/<*A>
0x110082,"ヘびのめなんかもって
どうするの?こわいよ-!<*2>",/0x110082/<*2>
0x110084,"カサのことなんだ!
わからなかったよ-!<*2>",/0x110084/<*2>
0x110086,"あるんだ!こんどかみに
かいてちょうだい!<*2>",/0x110086/<*2>
0x110088,"けっこう そういうのあるよね
サビしか わからないとかね!<*2>",/0x110088/<*2>
 #######, colspan=2 | '''084                                                     '''
0x11008a,"『ほたるのひかリ』は どんな
ときにうたうものなの?
 そつぎょう にゅうがく<*A>",/0x11008a/<*A>
0x11008c,"かなしいときに かなしいうたを
うたうと よけいかなしくない?
 かなしい いいの!<*A>",/0x11008c/<*A>
0x11008e,"うそつき!ほんとうは
しってるんだからね!!
 だましたな ごめん<*A>",/0x11008e/<*A>
0x110090,"でも そういうものなのかな
そつぎょうしきっていうのは..<*2>",/0x110090/<*2>
0x110092,"なんで?もっと げんきが
でるようなきょくがいいとおもう<*2>",/0x110092/<*2>
0x110094,"オマエだって だましたろ!
どうざいだよね!!<*2>",/0x110094/<*2>
0x110096,"すなおにあやまったから
ゆるしてあげるよ...<*2>",/0x110096/<*2>
 #######, colspan=2 | '''085                                                     '''
0x110098,"ね-ア-ティストって
しってる?おいしい?
 しってる おいしくはない<*A>",/0x110098/<*A>
0x11009a,"おしえてよ!なんなのか
ぜんぜんわからないよ!
 げいじゅつか じつは...<*A>",/0x11009a/<*A>
0x11009c,"たベものじゃないの?
じゃあ のみもの?
 わかんない そうじゃなくて<*A>",/0x11009c/<*A>
0x11009e,"そうなんだ- オマエって
ものしリなんだな!<*2>",/0x11009e/<*2>
0x1100a0,"なんだ- しらないのか!
みえはらなくてもいいのに<*2>",/0x1100a0/<*2>
0x1100a2,"なんか きになって
ねれなくなリそうだよ!<*2>",/0x1100a2/<*2>
0x1100a4,"のみものでもないのか...
つまんないな...<*2>",/0x1100a4/<*2>
 #######, colspan=2 | '''086                                                     '''
0x1100a6,"ねえねえ ドライブって
したことあるの?
 ある ドライブ?<*A>",/0x1100a6/<*A>
0x1100a8,"どんなかんじなの?
ドライブっていうのは?
 たのしい つらい<*A>",/0x1100a8/<*A>
0x1100aa,"ドライブをしらないのか?
オレか?オレはしってるぞ!
 ほんとに? そうなんだ<*A>",/0x1100aa/<*A>
0x1100ac,"そっか- いろんなところに
いけるのか!いいな-それ!<*2>",/0x1100ac/<*2>
0x1100ae,"きもちわるくなるのか...
それはつらいよな!!<*2>",/0x1100ae/<*2>
0x1100b0,"ほんとだよ!ひもでつるされた
パンをたベるやつだろ?<*2>",/0x1100b0/<*2>
0x1100b2,"そんなにがっかリするなよ
こんどちゃんとおしえてやるよ<*2>",/0x1100b2/<*2>
 #######, colspan=2 | '''087                                                     '''
0x1100b4,"こんなこときいちゃダメかな?
カンニングってしたことある?
 ある ない<*A>",/0x1100b4/<*A>
0x1100b6,"あるの!いけないことって
しってるんでしょ?
 しってる そうなの?<*A>",/0x1100b6/<*A>
0x1100b8,"そうだよね よくないこと
だもんね!ダメだよね!
 やろうとしたの? そうだよ<*A>",/0x1100b8/<*A>
0x1100ba,"しってるよね!ゆうわくに
まけちゃいけないんだよね!<*2>",/0x1100ba/<*2>
0x1100bc,"なにいってるんだよ!
あたリまえじゃないか!<*2>",/0x1100bc/<*2>
0x1100be,"ち...ちがうよ!そんなこと
するわけないじゃないか!<*2>",/0x1100be/<*2>
0x1100c0,"オレがおもったとおリだ!
さすがだな!<*2>",/0x1100c0/<*2>
 #######, colspan=2 | '''088                                                     '''
0x1100c2,"<&name>は ストレスを
かんじたことはあるのか?
 ストレス? ない!<*A>",/0x1100c2/<*A>
0x1100c4,"まあ オマエには
えんがないものだよな!
 なにそれ? そうだよ<*A>",/0x1100c4/<*A>
0x1100c6,"そうだよな!
まだ こどもだもんな!
 こどもだってある おとなだ<*A>",/0x1100c6/<*A>
0x1100c8,"いいんだ!しらないなら
しらないままのほうが...<*2>",/0x1100c8/<*2>
0x1100ca,"オマエ いみちゃんと
わかって いってるのか?<*2>",/0x1100ca/<*2>
0x1100cc,"そうか..さいきんのこどもは
いろいろとたいヘんらしいからな<*2>",/0x1100cc/<*2>
0x1100ce,"むリするなって!オマエは
まだまだ こどもだよ!<*2>",/0x1100ce/<*2>
 #######, colspan=2 | '''089                                                     '''
0x1100d0,"オマエってもしかして
テレパシ-をもってるのか?
 もってない なんで?<*A>",/0x1100d0/<*A>
0x1100d2,"そうか もし もってたら
わけてもらおうとおもったのに
 どうして? むリだよ!<*A>",/0x1100d2/<*A>
0x1100d4,"オマエと はなしがしたいと
おもったら デンワがかかった!
 あたリまえ ほんとか!<*A>",/0x1100d4/<*A>
0x1100d6,"ひとのこころをよむって
どんなかんじかな-って!<*2>",/0x1100d6/<*2>
0x1100d8,"げんじつにはないもの
だったなんて!ショックだ!<*2>",/0x1100d8/<*2>
0x1100da,"そうか じぶんでかけたんだ
もんな...あたリまえか<*2>",/0x1100da/<*2>
0x1100dc,"すごいだろ!あれ?もしかして
すごくないのか?<*2>",/0x1100dc/<*2>
 #######, colspan=2 | '''090                                                     '''
0x1100de,"サウスポ-ってなにか
しってるか?
 しってる しらない<*A>",/0x1100de/<*A>
0x1100e0,"じゃあ そのいみは?
 みぎきき ひだリきき<*A>",/0x1100e0/<*A>
0x1100e2,"ちょっとむずかしかったか?
トリのなまえだよ!
 しらなかった あてずっぽ<*A>",/0x1100e2/<*A>
0x1100e4,"ざんねんでした!
しょうぶよわいな-オマエ!!<*2>",/0x1100e4/<*2>
0x1100e6,"せいかいだよ!
オマエしってたのか?<*2>",/0x1100e6/<*2>
0x1100e8,"めずらしい トリらしいぞ!
ポ-ってなくらしい!?<*2>",/0x1100e8/<*2>
 #######, colspan=2 | '''091                                                     '''
0x1100ea,"ばれたか?チェ!こんかいは
ひかかるとおもったのに..<*2>",/0x1100ea/<*2>
0x1100ec,"スマイルの いみを
おしえてほしいんだけど...
 しってるぜ わかんない<*A>",/0x1100ec/<*A>
0x1100ee,"おしえて!おしえて!
 えがお なきがお<*A>",/0x1100ee/<*A>
0x1100f0,"そうか えいごは
とくいじゃないのか...
 ちがうよ しょうがくせいだし<*A>",/0x1100f0/<*A>
0x1100f2,"そうだったのか!えがお!
えがお...メモしなきゃ!<*2>",/0x1100f2/<*2>
0x1100f4,"ともだちが わらいながら
スマイルっていってたのになあ?<*2>",/0x1100f4/<*2>
0x1100f6,"むリするなって...
だれでもとくいふとくいはあるさ<*2>",/0x1100f6/<*2>
0x1100f8,"いまは しょうがくせいでも
えいごはできるらしいぞ!<*2>",/0x1100f8/<*2>
 #######, colspan=2 | '''092                                                     '''
0x1100fa,"むずかしいことばをきいたんだ
バタフライっていうんだ!
 なにそれ きいたことある<*A>",/0x1100fa/<*A>
0x1100fc,"むずかしすぎてさ
いみまではよくわからないんだ!
 きになる な-んだ<*A>",/0x1100fc/<*A>
0x1100fe,"いみわかるの?
しリたいんだ!おしえてよ!
 ちょうちょ フライパン<*A>",/0x1100fe/<*A>
0x110100,"そうなんだよね!
なんとかしてしらベたいんだ!<*2>",/0x110100/<*2>
0x110102,"そういうなよ
オレだってきにしてるんだぞ!<*2>",/0x110102/<*2>
0x110104,"そうだったのか!これからは
オマエにいろいろきこう!<*2>",/0x110104/<*2>
0x110106,"フライパンのなかまか!
なまえはにてるけど ほんと?<*2>",/0x110106/<*2>
 #######, colspan=2 | '''093                                                     '''
0x110108,"オレってエチケットを
きちんとまもるヤツなんだ!
 エチケット? たとえば?<*A>",/0x110108/<*A>
0x11010a,"エチケットもしらないのか?
もうすこし ベんきょうしろよ!
 おしえて チケット?<*A>",/0x11010a/<*A>
0x11010c,"そうだな...あさ おきたら
ちゃんとかおをあらう とか?
 オレだって それから?<*A>",/0x11010c/<*A>
0x11010e,"れいぎってことさ!
オマエにはむずかしかったかな?<*2>",/0x11010e/<*2>
0x110110,"チケットとはぜんぜんちがう!
ダメだな こリゃ...<*2>",/0x110110/<*2>
0x110112,"かえってきたら てをあらって
うがいも してるのか?<*2>",/0x110112/<*2>
0x110114,"しょくじちゅうは
せきをたたないとか?<*2>",/0x110114/<*2>
 #######, colspan=2 | '''094                                                     '''
0x110116,"オレさ『オ-ロラ』って
みてみたいんだよね!
 みたい! ムリだよ<*A>",/0x110116/<*A>
0x110118,"にじいろにかがやくカ-テン
みたいなんだろ!!
 そうだよ ちがうよ<*A>",/0x110118/<*A>
0x11011a,"どうして!みられないリゆうは
いったい なんなんだよ!
 ばしょ おかね<*A>",/0x11011a/<*A>
0x11011c,"すごいよな!そうぞうしてみても
そうぞうつかないんだよな!<*2>",/0x11011c/<*2>
0x11011e,"カ-テンじゃなくて
ジュ-タンだったかな?<*2>",/0x11011e/<*2>
0x110120,"そのばしょじゃないとダメなの?
つまんないな-!<*2>",/0x110120/<*2>
0x110122,"オマエって ヘんなところで
げんじつてきだよな...<*2>",/0x110122/<*2>
 #######, colspan=2 | '''095                                                     '''
0x110124,"ハプニングだ!
<&name> どうしよう!
 どうした! ハピニング?<*A>",/0x110124/<*A>
0x110126,"ともだちがグロッキ-なんだ!
 たいヘんだ! グロッピ-?<*A>",/0x110126/<*A>
0x110128,"ハプニング!!じけんっていう
いみだよ!
 しってた じけん?<*A>",/0x110128/<*A>
0x11012a,"オマエいみわかったのか?
なんだつまんないの...<*2>",/0x11012a/<*2>
0x11012c,"グロッキ-!!ふらふらって
ことだよ!<*2>",/0x11012c/<*2>
0x11012e,"うそつけ!ハピニングって
いったじゃないか!<*2>",/0x11012e/<*2>
0x110130,"も-う!なにをいおうとしたか
わすれちゃったじゃないか!<*2>",/0x110130/<*2>
 #######, colspan=2 | '''096                                                     '''
0x110132,"オレのいえにあそびにきてよ!
いつでもウェルカムだから...
 うん! ウェルカム?<*A>",/0x110132/<*A>
0x110134,"さいきんね!えいごに
はまってるんだよね!
 すごいね なんで?<*A>",/0x110134/<*A>
0x110136,"かんげいっていみだよ!
さあ いっしょにいってみて!
 ウェルカム! やだ!<*A>",/0x110136/<*A>
0x110138,"すごくないよ!
<&name> にもできるよ<*2>",/0x110138/<*2>
0x11013a,"ことばのひびきが
すきなんだよね..なんとなく<*2>",/0x11013a/<*2>
0x11013c,"なんか たのしくなって
きたでしょ!さ もういっかい!<*2>",/0x11013c/<*2>
0x11013e,"どうして!すききらいは
いけないよ!チャレンジだ!<*2>",/0x11013e/<*2>
 #######, colspan=2 | '''097                                                     '''
0x110140,"あのさ 『いのなかのかわず』
って どういういみ?
 えっとね しらない<*A>",/0x110140/<*A>
0x110142,"そとのせかいをしらない?
そういういみなんだ...
 どうして? そうだよ<*A>",/0x110142/<*A>
0x110144,"そうか...ごめんね
ヘんなこときいちゃって!
 トモダチだろ どうしたの?<*A>",/0x110144/<*A>
0x110146,"ともだちとケンカしたら
そういわれたんだ...<*2>",/0x110146/<*2>
0x110148,"なるほど...ことわざは
むずかしいな!<*2>",/0x110148/<*2>
0x11014a,"いつもやさしいよな
<&name>は...<*2>",/0x11014a/<*2>
0x11014c,"ううん!ただ いみが
しリたかったんだ あリがとう<*2>",/0x11014c/<*2>
 #######, colspan=2 | '''098                                                     '''
0x11014e,"『かえるのこはかえる』
のいみをしってるか?
 しってる しらない<*A>",/0x11014e/<*A>
0x110150,"なるほど...こどもはおやと
そっくリにそだつか...
 そうだよ なんで?<*A>",/0x110150/<*A>
0x110152,"かえるはかえるにしか
ならないってことか?
 そうだよ! わかんない<*A>",/0x110152/<*A>
0x110154,"そういうものなのか...
あリがとな!おしえてくれて<*2>",/0x110154/<*2>
0x110156,"いや ともだちが
オレに そういったんだ<*2>",/0x110156/<*2>
0x110158,"オレってもしかして!
てんさいってやつかな!<*2>",/0x110158/<*2>
0x11015a,"わかんないならいいんだ
たいして きにしてないから<*2>",/0x11015a/<*2>
 #######, colspan=2 | '''099                                                     '''
0x11015c,"オマエは『うそもほうベん』
って どうおもう?
 どういうこと あリじゃん<*A>",/0x11015c/<*A>
0x11015e,"うそもつきかたしだいって
いみらしいよ!
 ダメだよ むずかしい<*A>",/0x11015e/<*A>
0x110160,"そうかな?いいうそも
なかには あるかな?
 ある ない<*A>",/0x110160/<*A>
0x110162,"どんなリゆうがあっても
うそはダメってことか!<*2>",/0x110162/<*2>
0x110164,"まあね どのヘんまでが
ゆるされるかだよね!<*2>",/0x110164/<*2>
0x110166,"だれかをまもるためなら
いいうそだよね!<*2>",/0x110166/<*2>
0x110168,"そうかな?オレは
あるとおもうけどな...<*2>",/0x110168/<*2>
 #######, colspan=2 | '''100                                                     '''
0x11016a,"きいてくれよ!オレさ
『みっかぼうず』っていわれた!
 どういうこと なんで?<*A>",/0x11016a/<*A>
0x11016c,"なんでもみっかと
つづかないってこと!
 そうなの? がんばれよ<*A>",/0x11016c/<*A>
0x11016e,"オレが すぐそうじを
さぼるからってさ...
 しょうがない ダメじゃん<*A>",/0x11016e/<*A>
0x110170,"うん...がんばろうとは
してるんだけどね...<*2>",/0x110170/<*2>
0x110172,"そうだね!そういわれない
ためにがんばることにするよ!<*2>",/0x110172/<*2>
0x110174,"オレがさぼらなければ
いいことなんだけどね...<*2>",/0x110174/<*2>
0x110176,"いわれてもしかたがないけど
やっぱリくやしいじゃん!<*2>",/0x110176/<*2>
 #######, colspan=2 | '''101                                                     '''
0x110178,"さいきんアイテムのかいすぎで
『びんぼうひまなし』なんだ
 なにそれ? そうなの<*A>",/0x110178/<*A>
0x11017a,"おかねがなけリゃ はたらく
しかないってことよ!
 それで? なるほど<*A>",/0x11017a/<*A>
0x11017c,"それでも ほしいものは
でてくるんだよね...トホホ
 かわなければ? まあまあ<*A>",/0x11017c/<*A>
0x11017e,"くさむらで チルひろいを
じみちにしてるんだ...<*2>",/0x11017e/<*2>
0x110180,"オマエも かいすぎには
じゅうぶんきをつけろよ!<*2>",/0x110180/<*2>
0x110182,"かわないわけにはいかない!
オレのしゅみだからな!<*2>",/0x110182/<*2>
0x110184,"なげいてもしょうがないか
がんばろうっと...<*2>",/0x110184/<*2>
 #######, colspan=2 | '''102                                                     '''
0x110186,"おなかすいた- じつはいま
きのみもってるんだよね!
 たベれば それで?<*A>",/0x110186/<*A>
0x110188,"それがね!にがいきのみ
なんだよな-これが!!
 やめなよ しょうがない<*A>",/0x110188/<*A>
0x11018a,"だから たベようかどうしようか
まよってるところなんだって!
 たベろよ どうかしたの?<*A>",/0x11018a/<*A>
0x11018c,"そうかな?やめたほうがいい?
じゃあ やめるよ<*2>",/0x11018c/<*2>
0x11018e,"『せにはらはかえられない』
っていうもんね!<*2>",/0x11018e/<*2>
0x110190,"いがいにつめたいんだね
ちょっとがっかリだよ...<*2>",/0x110190/<*2>
0x110192,"にがいんだ このきのみ
こまったな-<*2>",/0x110192/<*2>
 #######, colspan=2 | '''103                                                     '''
0x110194,デンジュウカイでトモダチできた? はい いいえ<*A>,/0x110194/<*A>
0x110196,"ふ-ん どのくらい?
 いっぱい まぁまぁ<*A>",/0x110196/<*A>
0x110198,"どうしてできないの?
 わかんない ベつにいらない<*A>",/0x110198/<*A>
0x11019a,"いっぱいトモダチができても
ずっと なかよくしてね!<*2>",/0x11019a/<*2>
0x11019c,"もっといっぱいトモダチできたら
しょうかいしてね!<*2>",/0x11019c/<*2>
0x11019e,"わかんないんじゃしかたないよね
これからもがんばってね!<*2>",/0x11019e/<*2>
0x1101a0,"そんなこというなよ!
トモダチはたいせつだよ!!<*2>",/0x1101a0/<*2>
 #######, colspan=2 | '''104                                                     '''
0x1101a2,"オレたちってシンユウだよな!
 うん! そお?<*A>",/0x1101a2/<*A>
0x1101a4,"これからもなかよしだぁ-!
 モチロン! どうかな?<*A>",/0x1101a4/<*A>
0x1101a6,"じゃあなかよくしてよ!
 いいよ やだよ<*A>",/0x1101a6/<*A>
0x1101a8,これからはチョ-シンユウだぁ!<*2>,/0x1101a8/<*2>
0x1101aa,"え-?なんで?なんで?
なかよくしようよ-!!<*2>",/0x1101aa/<*2>
0x1101ac,やった-!シンユウになるぞ-!<*2>,/0x1101ac/<*2>
0x1101ae,なんだよ!もういいよ-だ!<*2>,/0x1101ae/<*2>
 #######, colspan=2 | '''105                                                     '''
0x1101b0,"ねぇ- ボンボンよんでる?
 もちろん! よんでない<*A>",/0x1101b0/<*A>
0x1101b2,"まいつきよんでる?
 ト-ゼンじゃん! たまにね<*A>",/0x1101b2/<*A>
0x1101b4,"ダメじゃん よまなきゃ
 ごめん これからよむよ<*A>",/0x1101b4/<*A>
0x1101b6,"だよな!だよな!これからも
まいつき よもうな!<*2>",/0x1101b6/<*2>
0x1101b8,まいつき よもうぜ!<*2>,/0x1101b8/<*2>
0x1101ba,トモダチはきっとよんでるぜ!<*2>,/0x1101ba/<*2>
0x1101bc,オモシロイぞ-!<*2>,/0x1101bc/<*2>
 #######, colspan=2 | '''106                                                     '''
0x1101be,"あたらしいケイタイかったよ!
いいでしょ-!!
 いいなぁ あっそぉ<*A>",/0x1101be/<*A>
0x1101c0,"<&name>もかったら?
 かう!かう! またこんど<*A>",/0x1101c0/<*A>
0x1101c2,<&name>はほしくないの? ベっつに- ほしいよ!!<*A>,/0x1101c2/<*A>
0x1101c4,"かおう!かおう!イチバンあたら
しいやつ!!<*2>",/0x1101c4/<*2>
0x1101c6,なんで?かっちゃえよ-!<*2>,/0x1101c6/<*2>
0x1101c8,"そっか-いまのがすごくきに
いってるんだね-<*2>",/0x1101c8/<*2>
0x1101ca,"なんだ ほしいのかぁ じゃあ
こんどいっしょにかいにいこ!<*2>",/0x1101ca/<*2>
 #######, colspan=2 | '''107                                                     '''
0x1101cc,<&name>はヤキュウする? するよ しないなぁ<*A>,/0x1101cc/<*A>
0x1101ce,"こんどオレにおしえてね!
 オゥ! きがむいたらね<*A>",/0x1101ce/<*A>
0x1101d0,"じゃあこんどいっしょに
レンシュウしようぜ!!
 えぇ-!! がんばるぜ!<*A>",/0x1101d0/<*A>
0x1101d2,じゃあ バットかわなくちゃ!<*2>,/0x1101d2/<*2>
0x1101d4,そんなこといわずにおしえてよ!<*2>,/0x1101d4/<*2>
0x1101d6,"えぇ-じゃない!レンシュウだ 
あさ6じシュウゴウだ!<*2>",/0x1101d6/<*2>
0x1101d8,そうだ!ガンバロウ!!<*2>,/0x1101d8/<*2>
 #######, colspan=2 | '''108                                                     '''
0x1101da,"デンジュウのなまえおぼえた?
 うん まだ<*A>",/0x1101da/<*A>
0x1101dc,"どのくらいおぼえたの?
 ぜんぶ トモダチはぜんぶ<*A>",/0x1101dc/<*A>
0x1101de,"オレのなまえは わかるよな?
 あたリまえじゃん アレ??<*A>",/0x1101de/<*A>
0x1101e0,おぉ-!スゴイ<&name>!<*2>,/0x1101e0/<*2>
0x1101e2,"そっか ほかにもイッパイいるか
らがんばっておぼえような!<*2>",/0x1101e2/<*2>
0x1101e4,"そうだよなぁ わすれられてたら
チョ-ショックだったよ<*2>",/0x1101e4/<*2>
0x1101e6,"えっ?ジョ-ダンだよなぁ?
ウソだっていってよぉ-!!<*2>",/0x1101e6/<*2>
 #######, colspan=2 | '''109                                                     '''
0x1101e8,"たまにはニンゲンカイにかえって
るのか?
 かえるよ わすれてた<*A>",/0x1101e8/<*A>
0x1101ea,"かえったら なにするの?
 ごはん ねる<*A>",/0x1101ea/<*A>
0x1101ec,"アレ?ガッコウいってんの?
 わすれてた-! アハハ<*A>",/0x1101ec/<*A>
0x1101ee,モリモリくえよ!!<*2>,/0x1101ee/<*2>
0x1101f0,いちにちじゅうねてちゃダメだぞ<*2>,/0x1101f0/<*2>
0x1101f2,<&name>ダメじゃん!<*2>,/0x1101f2/<*2>
0x1101f4,わらってないでどうにかしろ!<*2>,/0x1101f4/<*2>
 #######, colspan=2 | '''110 (partial)                                                     '''
0x1101f6,"オレ デンジュウアイドルになれ
るかなぁ??
 なれるよ ムリでしょ<*A>",/0x1101f6/<*A>
0x1101f8,"そしたら マネ-ジャ-やって!
 それはチョット いいよ<*A>",/0x1101f8/<*A>
0x1101fa,"そんなことナイ!!なれるもん!
 ムリだって アハハハ<*A>",/0x1101fa/<*A>
0x1101fc,なんで?はずかしいの?<*2>,/0x1101fc/<*2>
0x1101fe,アリガト-!ガンバルよ!!<*2>,/0x1101fe/<*2>
