Pointer,Japanese
0x144032,なんで?なにかあったの?«0xe2» ベつに おなかこわした«*a»
0x144034,さてはわざとムシしたなぁ!!«*2»
0x144036,はなれてたからしょうがないよ«0xe2»またこんどね!«*2»
0x144038,せっかくシンパイしてるのに-!«*2»
0x14403a,もう!そのヘんにはえてるもの«0xe2»たベちゃダメだよ!!«*2»
0x14403c,そとをのんびリあるいてたら «0xe2»ひにやけちゃった«0xe2» ガングロ? そのままがいい«*a»
0x14403e,そこまでヒドくはないよ!«0xe2» なんだ よかった«*a»
0x144040,オレくろいのにあわないかな?«0xe2» そんなことないよ にあわない«*a»
0x144042,あっ!ヘンないろのオレをみて«0xe2»わらいたいんだろ?«*2»
0x144044,そうかな?フツウのいろがいい?«*2»
0x144046,ほんとに?ほんとはそんなこと«0xe2»おもってないだろ?«*2»
0x144048,そうハッキリいってくれるのは«0xe2»キミだけだよ アリガト«*2»
0x14404a,デンジュウカイにもウミやカワが«0xe2»あるんだ キミはおよげる?«0xe2» およげるよ およげない«*a»
0x14404c,じゃあウミのデンジュウとたくさんトモダチになれるかなぁ?«0xe2» たのしみ こわくてヤダよ-«*a»
0x14404e,そんなんじゃデンジュウカイで«0xe2»いきていけないぞ!!«0xe2» レンシュウだ なんとかなるよ«*a»
0x144050,そうだな- たのしみだな-«*2»
0x144052,こわくなんかないぞ!«0xe2»イイヤツいっぱいいるぞ!«*2»
0x144054,そうだ!がんばれよ!!«*2»
0x144056,レンシュウしないと ダメ!!«0xe2»おぼれてもしらないよ!!«*2»
0x144058,トモダチとケンカしちゃったんだ«0xe2»どうしたらいいかなぁ«0xe2» あやまリなよ ムシだ!«*a»
0x14405a,でもゆるしてくれるかなぁ«0xe2» ダイジョウブ たぶんね«*a»
0x14405c,そうか ムシか!«0xe2» そうだ! なんてね«*a»
0x14405e,そうだね あやまってみるよ«0xe2»あリがとう!!«*2»
0x144060,たぶん?ムセキニンなヤツだな!«*2»
0x144062,よし もうあんなヤツしらない!«*2»
0x144064,なんだよ!マジメにそうだんして«0xe2»るのに!!もう!«*2»
0x144066,クルマってのったことある?«0xe2» あるよ ない«*a»
0x144068,どんなの?オレよリはやい?«0xe2» はやいよ おそいよ«*a»
0x14406a,のってみたいよな?«0xe2» うん やだよコワイ«*a»
0x14406c,そんなにはやいのか こんど«0xe2»キョウソウしてみたいなぁ«*2»
0x14406e,オレサマのテキじゃないね!«*2»
0x144070,どんなだろう?ドキドキするな«*2»
0x144072,オレがついてる!ダイジョウブ!«*2»
0x144074,«&0xc92c»!なんでデンワ«0xe2»くれないんだよ!«0xe2» してるよ ダレ?«*a»
0x144076,ほんとに?ごめんなぁ-!!«0xe2» こんどはでてよ ひどいな!!«*a»
0x144078,ヒドイ!ホントにわすれたの??«0xe2» ゴメンナサイ うっそ-!«*a»
0x14407a,うん こんどはちゃんとでるよ!«0xe2»ホントゴメン!«*2»
0x14407c,ゴメ-ン!!ゆるして-!!«*2»
0x14407e,え-ん!ヒドイよ-!!え-ん!«0xe2»もうしらないよ!!«*2»
0x144080,もぉ!おどかさないでよ!!«*2»
0x144082,オレ ニンゲンカイにいきたい«0xe2»つれてってくれよ!«0xe2» おいでよ やめときなよ«*a»
0x144084,ニンゲンカイってたのしいの?«0xe2» たのしいよ ぜんぜん«*a»
0x144086,なんでだよ!!«0xe2» コワイところだから ヒミツ«*a»
0x144088,いいなぁ-いってみたいな-«*2»
0x14408a,なんだ がっかリ«*2»
0x14408c,えぇ-!コワイの?ヤダ-!!«*2»
0x14408e,なになに?なにがあるの??«0xe2»おしえて-!!きになるよ-!!«*2»
0x144090,ゴホゴホ カゼひいちゃったよ!«0xe2» ダイジョウブ? オオゲサだな«*a»
0x144092,シンパイしてくれるの?ウレシ-«0xe2» おだいじに クスリのんだ?«*a»
0x144094,そんなことないよ ホントに«0xe2»ぐあいがわるいんだから«0xe2» ゴメンゴメン ふ-ん«*a»
0x144096,アリガトウ もうねるねオヤスミ«*2»
0x144098,だってニガイんだもん«*2»
0x14409a,まぁ いいけどさ«*2»
0x14409c,あぁ ねつがでてきたもうきるよ«*2»
0x14409e,もリをあるいていたらなんか«0xe2»いろいろおちてたよ«0xe2» ホントに? いいな«*a»
0x1440a0,ホントホント!キミはみなかった? みないよ あぁアレかな«*a»
0x1440a2,いいでしょ?キミももリで«0xe2»なにかみつけておいで«0xe2» うん あるかな?«*a»
0x1440a4,そぉ?おちてるとおもうけどなぁ«*2»
0x1440a6,きっとそれだよ!オシかったね«*2»
0x1440a8,いってらっしゃい«*2»
0x1440aa,あるある さがしてごらんよ!«*2»
0x1440ac,«&0xc92c»ってアマイの«0xe2»とカライのどっちがスキなの?«0xe2» アマイの カライの«*a»
0x1440ae,アマイのはうまいよな!«0xe2» うん チョ-すき«*a»
0x1440b0,オレはカライのダメだなぁ«0xe2» なんで? コドモだなぁ«*a»
0x1440b2,ニンゲンカイのアマイおかしも«0xe2»たベてみたいなあ«*2»
0x1440b4,たベすぎてるとふとるぞ!«*2»
0x1440b6,だってベロがピリピリするもん«*2»
0x1440b8,だってコドモだもん!«*2»
0x1440ba,こっちはアツくってク-ラ-が«0xe2»ほしいよそっちはどう?«0xe2» アツイよ- すずしいよ«*a»
0x1440bc,やっぱそっちもアツいんだ«0xe2» ちょっとね ちょ-アツイ«*a»
0x1440be,いいな-そっちはすずしいんだ«0xe2» サムすぎ ちょうどいいよ«*a»
0x1440c0,チョットくらいガマンしようよ«*2»
0x1440c2,こっちも ちょ-アツイよ-!«0xe2»ク-ラ-ほし-!!«*2»
0x1440c4,サムすぎるのもツライね «0xe2»カゼひくなよ!!«*2»
0x1440c6,いいなぁオレもそっちいきたいよ«*2»
0x1440c8,ケイタイのきのうっていろいろあるよね ぜんぶつかいこなせてる?«0xe2» カンペキ! だいたいつかえる«*a»
0x1440ca,ヘ-すごいなあ おれはまだまだ«0xe2»なんだけどなぁ«0xe2» だめだねぇ そのうちなれるよ«*a»
0x1440cc,だいたいつかえればいいよな?«0xe2» そうそう そんなことない!«*a»
0x1440ce,む?なんだと!みてろよぜったい«0xe2»オマエよリカンペキになるぞ!«*2»
0x1440d0,そうかな?そういってもらえると«0xe2»ウレシイなぁ«*2»
0x1440d2,そう!ひつようなものがわかれば«0xe2»いいんだよね!!«*2»
0x1440d4,えっ?そうかなぁ?ベんきょう«0xe2»ねっしんだなぁ カンシンだ«*2»
0x1440d6,アイテムはあつまった?«0xe2» たくさん まだチョットだけ«*a»
0x1440d8,そんなにたくさんあつまったの?«0xe2» スゴイよ けっこうね«*a»
0x1440da,これからドンドンあつめよう!«0xe2» もうムリ そうだね«*a»
0x1440dc,それじゃあもちきれないんじゃ«0xe2»ないの??ダイジョウブ??«*2»
0x1440de,もっとあつめられるといいな!«*2»
0x1440e0,なにいってんだよぉ!もっと«0xe2»キアイをいれろ!!«*2»
0x1440e2,がんばってあつめような!!«*2»
0x1440e4,ねぇ コ-ヒ-のめる?«0xe2» のめるよ のめない«*a»
0x1440e6,オレのめない だってニガイし«0xe2»くろいんだもん!«0xe2» すききらいすんな そうかもね«*a»
0x1440e8,オレものめない マズイよな?«0xe2» おとなはのむよ カオリいいよ«*a»
0x1440ea,なんで?のめなくたっていきて«0xe2»いけるもんね!!«*2»
0x1440ec,そうだよ!よるねれなくなるぞ!«*2»
0x1440ee,オレはおとなじゃないからな«*2»
0x1440f0,うん ニオイはいいな«*2»
0x1440f2,ねえオレのオトウトみなかった?«0xe2» みないよ オトウトいたの?«*a»
0x1440f4,そうかどこいったんだろ?«0xe2» すぐかえってくるよ いえで?«*a»
0x1440f6,あれ?«&0xc92c»しらない? うん どんなコ?«*a»
0x1440f8,そうかな- でもシンパイだから«0xe2»もうすこしさがしてみよう«*2»
0x1440fa,え-!もしかしてカテイにフマン«0xe2»があったのでは ガ-ン!«*2»
0x1440fc,じゃあこんどショウカイするね«*2»
0x1440fe,そリゃオレににてチョ-カワイイ«0xe2»にきまってんじゃん«*2»
0x144100,オ オレのサイフがない-!!«0xe2» おとしたの? とられたの?«*a»
0x144102,わかんないよ-!うぇ-ん!!«0xe2» まわリさがした? あきらめな«*a»
0x144104,だれがとったの-??«0xe2» ケイサツは? もうだめだ«*a»
0x144106,えっ?まわリ?あっ!あった!«0xe2»おちてたよ!!ゴメンネ«*2»
0x144108,やだ!ぜったいあきらめない!«*2»
0x14410a,デンジュウカイにケイサツは«0xe2»ないよ-!うぇ-ん!!«*2»
0x14410c,なんでそんなことゆうの?«0xe2»もうオマエにはたのまない!!«*2»
0x14410e,ニンゲンのトモダチにスカ-フを«0xe2»もらったぞ!オシャレだろ?«0xe2» どんなの? オシャレかぁ?«*a»
0x144110,え-と くろくて ツルツルして«0xe2»ウミのカオリがするぞ!«0xe2» それワカメだよ いいね«*a»
0x144112,オシャレさ!デンジュウカイイチ«0xe2»のオシャレになるんだ!!«0xe2» あぁそう がんばれよ«*a»
0x144114,なにぃ!!オレだまされた?«0xe2»チクショ-!!アイツめ-!!«*2»
0x144116,だよな?これイケてるよな?«0xe2»このカオリがいいな!«*2»
0x144118,なんだそのいいかた!イジワル!«*2»
0x14411a,おう!がんばるさ!!«*2»
0x14411c,せをのばそうとおもって«0xe2»まいにちギュウニュウのんでるの«0xe2» なんで? おなかこわすよ«*a»
0x14411e,なんでって せがたかいほうが«0xe2»カッコイイじゃん!!«0xe2» そお? まあたしかにね«*a»
0x144120,そうなんだよな さいきん«0xe2»おなかがグルグルして«0xe2» もうやめなよ ほかには?«*a»
0x144122,そうだよ!あたリまえじゃん«*2»
0x144124,でしょ?オレがんばるからな!«*2»
0x144126,ゼッタイやめない!つづけるもん«*2»
0x144128,えっ?ほかにもなにかしないと«0xe2»いけないの?えぇ-!!«*2»
0x14412a,オレたちトモダチになって«0xe2»どのくらいたつっけ?«0xe2» けっこうたつね 3にちめ«*a»
0x14412c,そんなにたつ?あれから«0xe2»トモダチふえた?«0xe2» いっぱい あんまリ«*a»
0x14412e,アレ?なんだかすごいまえから«0xe2»しリあいだったきがするよ«0xe2» そうだね きのせいだよ«*a»
0x144130,よかったな- でもオレのことを«0xe2»わすれんなよ!!«*2»
0x144132,もっとトモダチふやそうよ!«0xe2»イッパイいたほうがたのしいぞ!«*2»
0x144134,うんきっときがあうんだな!«*2»
0x144136,あっ!じつはオレのこときらって«0xe2»たリすんの??«*2»
0x144138,キミデンジュウカイにきたとき«0xe2»アタマうったでしょ?ヘイキ??«0xe2» ヘッチャラ じつはまだイタイ«*a»
0x14413a,キミはホントじょうぶだね«0xe2» まぁね そうかな?«*a»
0x14413c,イタイんだったらイシャにみせな«0xe2»くっちゃダメだぞ!!«0xe2» いやだ うん«*a»
0x14413e,ケンコウなことはイイことだ!«*2»
0x144140,そうだよ!オレもよくころぶけど«0xe2»ケガするもん«*2»
0x144142,あぁっ! もしかして«0xe2»イシャがコワイんだろ-??«*2»
0x144144,しっかリなおさないとね«0xe2»おだいじに!!«*2»
0x144146,あ-モシモシプニカ-?オレオレ«0xe2» ダレ? まちがってるよ«*a»
0x144148,ダレってはくじょうなやつだなぁ«0xe2»あれ?オマエかぜひいたのか?«0xe2» プニカじゃないもん そうプニ«*a»
0x14414a,あ-ゴメン«&0xc92c»か«0xe2»バンゴウまちがえちゃったよ«0xe2» ゆるさん! よくあることだよ«*a»
0x14414c,スミマセン!まちがえました-!«*2»
0x14414e,ん?おまえプニカじゃないな?«0xe2»だましたな-!!«*2»
0x144150,ひぇ-!ごめんなさ-い!!«*2»
0x144152,アリガト こんどはちゃんと«0xe2»れんらくするから«*2»
0x144154,ごめ-ん!やくそのジカン«0xe2»におくれそう«0xe2» やくそくしてないよ あぁそう«*a»
0x144156,じゃあダレとやくそくしたの?«0xe2» オレにきくなよ ニンゲン?«*a»
0x144158,『あぁそう』っておこってないの? なんで? なんのやくそく?«*a»
0x14415a,ゴメンゴメン!おこんないでよ«0xe2»またかけるから じゃあね«*2»
0x14415c,ちがうよニンゲンのトモダチは«0xe2»«&0xc92c»だけだもん!«*2»
0x14415e,『なんで?』ってなんで?え?«*2»
0x144160,それはモチロン!アレ?アレ?«0xe2»なんだっけ??«*2»
0x144162,ねぇ いつもニンゲンカイにい«0xe2»いるときはなにしてんの?«0xe2» ベんきょう あそび«*a»
0x144164,ベんきょうしてんだ たのしいの? オモシロイよ ぜんぜん«*a»
0x144166,なにしてあそぶの?«0xe2» ゲ-ム サッカ-«*a»
0x144168,オレはベんきょうオモシロイとは«0xe2»おもえないなぁ-«*2»
0x14416a,だよね-!ベんきょうなんて«0xe2»たのしくないよね-!!«*2»
0x14416c,ゲ-ムかいいなぁ おれもやリ«0xe2»たいなあ-«*2»
0x14416e,しってるぞ!ボ-ルをつかってやるんだよな!それしかしらないけど«*2»
0x144170,オレめがわるいんだよねメガネでもかけよっかなぁ«0xe2» オマエが? いいんじゃない«*a»
0x144172,なんだよわるいかよぉ!!«0xe2» ベつに そんなことはないけど«*a»
0x144174,そうかなぁ?にあうかなぁ?«0xe2» にあうよ! フフフフッ«*a»
0x144176,やっぱオレにはにあわないんだ!«*2»
0x144178,そんなことない?ホント?だったらかけちゃうよ«*2»
0x14417a,よ-し!キミがそこまでゆうの«0xe2»ならかけちゃおう!!«*2»
0x14417c,なっ なんだ?そのワライは??«0xe2»ホントはバカにしてんだろ??«*2»
0x14417e,ねぇ-!ここはどこ??«0xe2» こっちがききたい まよった?«*a»
0x144180,ホントにわかんないんだもん!!«0xe2» いばるなよ めじるしないの?«*a»
0x144182,そうなの-さっきまでウチのそば«0xe2»にいたのに-!!おかしいなぁ«0xe2» だれかいない? まってたら?«*a»
0x144184,アハハそうだね ゴメンゴメン«*2»
0x144186,う-ん あっ!あっちにウチの«0xe2»エントツみえる!よかった-!«*2»
0x144188,あっ!しってるひとがいたから«0xe2»いっしょにかえろ!じゃあね«*2»
0x14418a,うん むかえがくるまでここで«0xe2»おとなしくまってるよ«*2»
0x14418c,オレも«&0xc92c»みたく«0xe2»ようふくがきてみたいなあ-!«0xe2» きてみたら? ベつに«*a»
0x14418e,オレにはどんなのがにあうかな?«0xe2» なんでも う-ん«*a»
0x144190,いいじゃんオレだってきたいんだ! わかったよ にあわないって«*a»
0x144192,そう?なんでもにあう??«0xe2»じゃあムラサキだ!!«*2»
0x144194,なにかんがえこんでるの?«0xe2»ホントはヘンっておもってんだろ«*2»
0x144196,ヘヘヘ こんどみせてやるよ!«*2»
0x144198,そんなのきてみなきゃだれにも«0xe2»わかんないよ!!«*2»
0x14419a,ゆうえんちにいったことある?«0xe2» あるよ ないなぁ«*a»
0x14419c,どんなタベモノある?オイシイ?«0xe2» あそぶところ いろいろあるよ«*a»
0x14419e,こんどいっしょにいこうぜ!«0xe2» いいよ いやだよ«*a»
0x1441a0,え-!『ゆうえんち』ってあそぶ«0xe2»とこだったのか!!«*2»
0x1441a2,いろいろか いいなぁ«*2»
0x1441a4,よし!はやおきしていくぞ-!«*2»
0x1441a6,それはゆうえんちがイヤなの?«0xe2»それともオレがイヤなの??«*2»
0x1441a8,わ-!ネボウしちゃったよ-!!«0xe2» よふかししたの? ダメだなあ«*a»
0x1441aa,うん きのうず-っとゲ-ム«0xe2»してたから«0xe2» ほどほどにね ベんきょうしろ«*a»
0x1441ac,なんだと?ふだんはベンキョウ«0xe2»もしてんだぞ!!«0xe2» ホントに? それはエライね!«*a»
0x1441ae,そうだね きをつけるよ«*2»
0x1441b0,してるさ!イキヌキにゲ-ムを«0xe2»してたんだい!!«*2»
0x1441b2,しつれいだぞ!キミ!ボクは«0xe2»ベんきょうがスキなんだ!!«*2»
0x1441b4,アリガトウ わからないコトが«0xe2»あったらおしえてあげるよ!«*2»
0x1441b6,いま『うらない』にハマってんの«0xe2»うらなってあげる!«0xe2» わ-い しってんの?«*a»
0x1441b8,じゃあセイザをおしえてよ!«0xe2»う-ん キミはツノザっぽいな«0xe2» なにそれ? ちがうよ«*a»
0x1441ba,しってるさ!よくアタルんだよ!«0xe2» ヘ- うっそ-?«*a»
0x1441bc,えっつ?あそっか ニンゲンカイ«0xe2»のセイザとはちがうんだ«*2»
0x1441be,ちがうの?あれ?おっかしいな-«0xe2»じゃあキバザかなぁ?«*2»
0x1441c0,きょうのラッキ-カラ-は«0xe2»『アオムラサキ』です!!«*2»
0x1441c2,ほんとだ!オレのショクギョウは«0xe2»まほうつかいだ!!«*2»
0x1441c4,たいヘんだ-!デンジュウカイ«0xe2»がバクハツするかも!«0xe2» なにいってんの? うっそ-!«*a»
0x1441c6,オレのトモダチがいってたぞ«0xe2» だまされてんじゃん ヘぇ«*a»
0x1441c8,ほんとだよ!オレのうらないで«0xe2»そうでたんだ!!«0xe2» アテになんない たいヘ-ん!«*a»
0x1441ca,あ- そういえばまえにもおなじ«0xe2»ことが アイツめ-!!«*2»
0x1441cc,『ヘえ』ってヘいきなの?«0xe2»オレはコワイよ-!!«*2»
0x1441ce,オレのうらないはハズレたことが«0xe2»いちどもないんだぞ!!«*2»
0x1441d0,そう!たいヘんなの!オレは«0xe2»にげるよ じゃあね«*2»
0x1441d2,きょうオレのたんじょうびなんだ«0xe2» オメデト このまえもいってた«*a»
0x1441d4,あリがとう いくつにみえる?«0xe2» 3さい 45さい«*a»
0x1441d6,あれ?そうだっけ?«0xe2» トボケるな! ちがうっけ?«*a»
0x1441d8,そんなコドモじゃないよ-!«*2»
0x1441da,ヒドイ!オレまだコドモだぜ!«*2»
0x1441dc,アハハごめん «*2»
0x1441de,きのせいだよ!«0xe2»プレゼントちょうだい!!«*2»
0x1441e0,さいきんカラテをならってんだ«0xe2» すごいね いつから?«*a»
0x1441e2,でしょ?かっこいいぜ!«0xe2» カラテが? キミが?«*a»
0x1441e4,さいきんっていったじゃん!«0xe2» あっそっか きいてなかった«*a»
0x1441e6,ちがう!オレがだよ!«*2»
0x1441e8,そうさ!テレファングには«0xe2»よんでくれよな!!«*2»
0x1441ea,もうボケちゃったの?しっかリ!«*2»
0x1441ec,もう!いつもそうなんだから!«0xe2»コンジョウきたえるために«0xe2»オマエもカラテやれ!!«*2»
0x1441ee,オレもシンカしたいなぁ«0xe2» どうして? オレも!«*a»
0x1441f0,きっとシンカしたらやせると«0xe2»おもわない?«0xe2» それはない やせたい?«*a»
0x1441f2,«&0xc92c»はシンカしたら«0xe2»なんになるんだろうな?«0xe2» オトナ スゴくなる«*a»
0x1441f4,え-!そうなの?じゃあ«0xe2»うんどうでもしようかな«*2»
0x1441f6,やせたいよ!さいきんおなかが«0xe2»ブヨ-ンとしててさぁ ハァ«*2»
0x1441f8,おぉ-!オトナかすごいなぁ!«*2»
0x1441fa,えっ?なになに?どうスゴイの?«*2»
0x1441fc,いまじぶんでゴハンつくってんだ! エライ! なにつくってんの?«*a»
0x1441fe,えヘヘ リょうリくらい«0xe2»できないとモテないからね«0xe2» それがネライ? そうかなあ?«*a»
