Pointer,Japanese,English
0x9407c,"ニンゲンカイではケイタイデンワ
つかうとおカネとられんだろ?
 そうだよ しらない<*A>",/0x9407c/<*A>
0x9407e,"ヘぇ-タイヘンなんだなぁ
 そうだよ らしいね<*A>",/0x9407e/<*A>
0x94080,"なんでしらないの??
 もってないもん さぁ?<*A>",/0x94080/<*A>
0x94082,ムダづかいにちゅういだな<*2>,/0x94082/<*2>
0x94084,"<&name>は
つかってないのか?<*2>",/0x94084/<*2>
0x94086,そっか カネかからなくていいな<*2>,/0x94086/<*2>
0x94088,オレのはなしきいてる?<*2>,/0x94088/<*2>
 #######, colspan=2 | '''196                                                      '''
0x9408a,"つかれた-
<&name>むかえにきて
 イヤダ! きるよ!<*A>","I'm so tired...
<&name>, come get me.
 <0> No way! <0> I'm hanging up!<*A>"
0x9408c,"ケチ-ほかのトモダチに
たのむもん<*2>",Pfft! I'll ask someone else then.<*2>
0x9408e,"あ- <&name>?
モシモシ?お-い<*2>","Uh, <&name>?
Hello? Heyy!<*2>"
 #######, colspan=2 | '''197                                                      '''
0x94090,"あたらしいケイタイをかおうと
おもっていて いまおカネを
ためてるんだ!
 エライじゃん かってもらえよ<*A>",/0x94090/<*A>
0x94092,"いくらためればいいかな?
 わかんない いっぱい<*A>",/0x94092/<*A>
0x94094,"<&name>はいっつも
かってもらってんの?
 うん ちがうけど<*A>",/0x94094/<*A>
0x94096,う-ん いくらだろ?<*2>,/0x94096/<*2>
0x94098,そうだね おおいほうがいいね<*2>,/0x94098/<*2>
0x9409a,ジブンでかわなきゃ!!<*2>,/0x9409a/<*2>
0x9409c,"かってもらってばっかじゃ
ダメだよね!<*2>",/0x9409c/<*2>
 #######, colspan=2 | '''198                                                      '''
0x9409e,"ねぇ サンダルっていったい
どんなタル?
 ながほそいの はきものだよ<*A>",/0x9409e/<*A>
0x940a0,"そっか ながいのか
 うん しかもオモイんだ<*A>",/0x940a0/<*A>
0x940a2,"そうなんだ!?
 しらなかったの? ほしい?<*A>",/0x940a2/<*A>
0x940a4,どのくらいほそいんだろ?<*2>,/0x940a4/<*2>
0x940a6,オモイのか?オレもてるかな?<*2>,/0x940a6/<*2>
0x940a8,はじめてしったよ!<*2>,/0x940a8/<*2>
0x940aa,"うん はいてみたいな
キイロいのがいいなぁ!<*2>",/0x940aa/<*2>
 #######, colspan=2 | '''199                                                      '''
0x940ac,"このまえはアリガトウ
おれいしないとね
 なに?なに? いいよベつに<*A>",/0x940ac/<*A>
0x940ae,"なにがいい?
 おカネ なんでもいいよ!<*A>",/0x940ae/<*A>
0x940b0,"ダメだよ!おれいは
キチンとしないと!!
 そうか きをつかうなよ!<*A>",/0x940b0/<*A>
0x940b2,トモダチからカネとるのか?!<*2>,/0x940b2/<*2>
0x940b4,じゃあ ウタを1きょく<*2>,/0x940b4/<*2>
0x940b6,そうだよ!<*2>,/0x940b6/<*2>
0x940b8,"うん アリガト
じゃあこれからもなかよくしてね<*2>",/0x940b8/<*2>
 #######, colspan=2 | '''200                                                      '''
0x940ba,"オマエのヘヤみたぞ!!
ダメじゃないか かたづけなきゃ
 いつみたの? ゴメンかたすよ<*A>","I saw inside your room!!
Man, you really  need to clean up in there.
 <0> When was this? <0> Sorry, I will<*A>"
0x940bc,"オマエのママがみせてくれたよ
 カッテにはいるな! えぇ-!<*A>","Your mom showed it to me.
 <0> Ask me first! <0> Whaaat?!<*A>"
0x940be,"ちゃんとかたさないとドコに
ナニがあるかわからなくなるよ
 はい ニンゲンカイいったの?<*A>","If you don't keep it tidy, you'll never know where anything is!
 <0> Okay <0> How'd you get there?<*A>"
0x940c0,なんだよ!いいじゃん!<*2>,"Aw come on, it was just a peek!<*2>"
0x940c2,みられてこまるものあった?<*2>,Was there something you didn't want me to see?<*2>
0x940c4,よろしい!!<*2>,Great!!<*2>
0x940c6,ナイショ!<*2>,It's a secret!<*2>
