Pointer,Japanese,English
0x16003a,"うごかないで!!コンタクトを
おとしちゃったんだ!!
 ホントに? ここにはないよ<*A>",/0x16003a/<*A>
0x16003c,"うそ ゆってみたかったんだ
 あっそ ひつようないでしょ<*A>",/0x16003c/<*A>
0x16003e,"だよね <&name>
ここにはいないもんね
ただコンタクトを
じまんしたかったんだ!!
 もってんだ? めがわるいの?<*A>",/0x16003e/<*A>
0x160040,"『あっそ』ってつめたいなあ
ジョ-ダンだってばぁ<*2>",/0x160040/<*2>
0x160042,"いや さいきんゲ-ムの
やリすぎで めが
わるくなっちゃったんだ
<&name>もきをつけて!<*2>",/0x160042/<*2>
0x160044,"うんデンジュウカイでコンタクト
してるデンジュウはオレくらい
だぜ!スゴイだろ!<*2>",/0x160044/<*2>
0x160046,さいきんきゅうにね はぁ<*2>,/0x160046/<*2>
 #######, colspan=2 | '''153                                                      '''
0x160048,"オレとおなじしゅぞくのトモダチ
っているの?
 いるよ いないとおもう<*A>",/0x160048/<*A>
0x16004a,"なに いるのか?それはダメだ!
オレいがいのトモダチはダメ!
 そんなこといわれても やだ!<*A>",/0x16004a/<*A>
0x16004c,"そうかそうか よかった
 なんで? わがままゆうなよ<*A>",/0x16004c/<*A>
0x16004e,だめなものはだダメェ-!!<*2>,/0x16004e/<*2>
0x160050,"オレよリほかのトモダチのほうが
なかよしなのか?チキショ-!<*2>",/0x160050/<*2>
0x160052,"だってイチバンなかよしで
いたいんだもん!!<*2>",/0x160052/<*2>
0x160054,"ゆってないよぉ このくらい
わがままにははいらないよ<*2>",/0x160054/<*2>
 #######, colspan=2 | '''154                                                      '''
0x160056,"ねえ さっきジテンシャみたよ
<&name>はのれるの?
 あたリまえじゃん のれない<*A>",/0x160056/<*A>
0x160058,"のれるんだ?オレものリたい
けど むずかしそうだなあ
 カンタンだよ! アシとどく?<*A>",/0x160058/<*A>
0x16005a,"そうか はやくのれるといいな!
 そうだね のれなくてもいいよ<*A>",/0x16005a/<*A>
0x16005c,"カンタンか?よし じゃあオレ
がんばってみようかな<*2>",/0x16005c/<*2>
0x16005e,"ああっ!いまオレのこと
バカにしただろ!!<*2>",/0x16005e/<*2>
0x160060,"オレもレンシュウするから
オマエもがんばれよ!<*2>",/0x160060/<*2>
0x160062,"なにいってんだ!ジテンシャに
のれたら きっとモテモテだぞ!<*2>",/0x160062/<*2>
 #######, colspan=2 | '''155                                                      '''
0x160064,"ミズデッポウがほしいんだけど
<&name>もってる?
 もってるよ もってない<*A>",/0x160064/<*A>
0x160066,"いいなあ ちょうだいよ-
 どうするの? やだよ<*A>",/0x160066/<*A>
0x160068,じゃあいっしょにかいにいこうぜ! なんで? ベつにいらないよ<*A>,/0x160068/<*A>
0x16006a,"どうってそれでワルモノを
たおすんだよ!!<*2>",/0x16006a/<*2>
0x16006c,"ケチ-さてはオレがこれいじょう
つよくなるのをおそれているな?<*2>",/0x16006c/<*2>
0x16006e,"だって おまえだってつよく
なリたいだろ??<*2>",/0x16006e/<*2>
0x160070,いらなくない!<*2>,/0x160070/<*2>
 #######, colspan=2 | '''156                                                      '''
0x160072,T-ファンガ-のトモダチできた? うん ぜんぜん<*A>,/0x160072/<*A>
0x160074,"そうか よかったな
 うん デンジュウもふえたよ!<*A>",/0x160074/<*A>
0x160076,"なんでできないんだろう?
 はずかしがリやなの さぁ?<*A>",/0x160076/<*A>
0x160078,"デンジュウのトモダチもわすれ
ないでくれよ!!<*2>",/0x160078/<*2>
0x16007a,"おぉ-!スバラシイ!
そのちょうしだ!!<*2>",/0x16007a/<*2>
0x16007c,"それだ!そのセイカクがダメ!
もっとガンガンいくんだぁ!!<*2>",/0x16007c/<*2>
0x16007e,"もうしょうがないなあ!
もっとしっかリしないとダメだぞ<*2>",/0x16007e/<*2>
 #######, colspan=2 | '''157                                                      '''
0x160080,"ショップでアルバイトしようと
おもうんだけど どうかな?
 できんの? えらいね<*A>",/0x160080/<*A>
0x160082,"できるよ!イラッシャイマセ-!
 いいんじゃない? ププッ<*A>",/0x160082/<*A>
0x160084,"エヘヘ おかねをためて
ニンゲンカイをたびするんだ!
 ガンバレ! ニンゲンカイヘ?<*A>",/0x160084/<*A>
0x160086,"でしょ?このウツクシイこえに
ぴったリのシゴトでしょ?<*2>",/0x160086/<*2>
0x160088,なぜわらう??<*2>,/0x160088/<*2>
0x16008a,うん!ガンガンはたらくぜ!<*2>,/0x16008a/<*2>
0x16008c,"そう たびをしてキミの
すんでるところをみてくるよ!<*2>",/0x16008c/<*2>
 #######, colspan=2 | '''158                                                      '''
0x16008e,"ニンゲンカイにはなんしゅるいの
ケイタイデンワがあるの?
 たくさん わかんない<*A>",/0x16008e/<*A>
0x160090,"たくさんか?チョ-オシャレな
ケイタイもあるんだろ?
 あるよ どうかな?<*A>",/0x160090/<*A>
0x160092,<&name>はもってないの? もってるよ もってない<*A>,/0x160092/<*A>
0x160094,"いいなぁ ほしいなあ でも
デンジュウカイじゃつかえないね<*2>",/0x160094/<*2>
0x160096,"こんどニンゲンカイに
かえったら みてきてくれよ!<*2>",/0x160096/<*2>
0x160098,"え-!じゃあDショットと2つも
もってんのか?スゴイじゃん!<*2>",/0x160098/<*2>
0x16009a,じゃあDショットだいじにしろよ<*2>,/0x16009a/<*2>
 #######, colspan=2 | '''159                                                      '''
0x16009c,"ニンゲンカイにもなにか
オイシイものある??
 あるよ なんでもおいしいよ<*A>",/0x16009c/<*A>
0x16009e,"ある?なにがおいしい?
 ニク ヤサイ<*A>",/0x16009e/<*A>
0x1600a0,"なんでもか?すごいいなあ!!
 いいでしょ おおげさかなぁ?<*A>",/0x1600a0/<*A>
0x1600a2,ニク!ニク!オレニクだいすき!<*2>,/0x1600a2/<*2>
0x1600a4,え-!ヤサイ?オレはキラ-イ!<*2>,/0x1600a4/<*2>
0x1600a6,"いいなあ オレもニンゲンカイで
せいかつしたいよ!<*2>",/0x1600a6/<*2>
0x1600a8,なんだよ!どっちだよ!もう!<*2>,/0x1600a8/<*2>
 #######, colspan=2 | '''160                                                      '''
0x1600aa,"ねぇ メ-ルってどうやって
おくったらいいの?
 Dショットつかって キアイで<*A>",/0x1600aa/<*A>
0x1600ac,"ああ そうか!Dショットを
つかうんだんだ!
 そう たぶんね<*A>",/0x1600ac/<*A>
0x1600ae,"キアイ?スゴイ!オレにはムリだ
 うそだよ そんなことないさ<*A>",/0x1600ae/<*A>
0x1600b0,"アリガト
あとはじぶんでやってみる<*2>",/0x1600b0/<*2>
0x1600b2,"なんだ<&name>も
わかってないんじゃないか!<*2>",/0x1600b2/<*2>
0x1600b4,うそなの-?ヒドイよ-!<*2>,/0x1600b4/<*2>
0x1600b6,"よし じゃあやってみるよ!!
むむむうう<*2>",/0x1600b6/<*2>
 #######, colspan=2 | '''161                                                      '''
0x1600b8,"あ-<&name>?
このまえはゴメンネ!
 なにが? なんかよう?<*A>",/0x1600b8/<*A>
0x1600ba,"おぼえてないの?じゃあいいんだ
 なになに? ケンカのこと?<*A>",/0x1600ba/<*A>
0x1600bc,"まだおこってるの?
いいかげんキゲンなおしてよぉ-
 やだね ホントはおこってない<*A>",/0x1600bc/<*A>
0x1600be,なんでもないよお- じゃあね<*2>,/0x1600be/<*2>
0x1600c0,"おもいださなくてもいいのに-
またなかよくしてね<*2>",/0x1600c0/<*2>
0x1600c2,"オレはスナオにあやまったのに!
もういいよ!!<*2>",/0x1600c2/<*2>
0x1600c4,"なんだ- よかった
これからも なかよくしてな<*2>",/0x1600c4/<*2>
 #######, colspan=2 | '''162                                                      '''
0x1600c6,アハハハ あ-<&name>? どうしたの? うるさいなあ<*A>,/0x1600c6/<*A>
0x1600c8,"わかんない そのヘんにはえてる
キノコたベたらワライが
とまらないんだよ-!!
 ワライタケだよ おなかは?<*A>",/0x1600c8/<*A>
0x1600ca,だってワライがとまらないんだもん なんで? もうきるよ?<*A>,/0x1600ca/<*A>
0x1600cc,なにそれ-? ウヒヒヒ!<*2>,/0x1600cc/<*2>
0x1600ce,"え?おなか?
アハハ ダイジョウブ-
だってジョウブだも-ん<*2>",/0x1600ce/<*2>
0x1600d0,わかんな-いたすけてぇ-!<*2>,/0x1600d0/<*2>
0x1600d2,あ-!まってよ-!!<*2>,/0x1600d2/<*2>
 #######, colspan=2 | '''163                                                      '''
0x1600d4,"やあ<&name>!
オイラといっしょに うたおう!
 いそがしいんだけど いいよ<*A>",/0x1600d4/<*A>
0x1600d6,"え-そんなこといわないでさ-
 またこんど チョットだけだよ<*A>",/0x1600d6/<*A>
0x1600d8,"よかった みんなことわるんだ
なんでだろ?ラララララァ-
 すっごいオンチ ラッララァ-<*A>",/0x1600d8/<*A>
0x1600da,え- わかった-<*2>,/0x1600da/<*2>
0x1600dc,やった- イッパイうたうぞ-!<*2>,/0x1600dc/<*2>
0x1600de,ん?なんかいった?<*2>,/0x1600de/<*2>
0x1600e0,おっ なかなかやるな!<*2>,/0x1600e0/<*2>
 #######, colspan=2 | '''164                                                      '''
0x1600e2,"なにかならいごとをしてみたいなぁなにがいいとおもう?
 ピアノ しゅうじ<*A>",/0x1600e2/<*A>
0x1600e4,"ピアノか オレにぴったリだな!
 うん でもむずかしいよ!<*A>",/0x1600e4/<*A>
0x1600e6,"しゅうじか でもオレ
カンジがかけないからなぁ
 そうか ソロバンは?<*A>",/0x1600e6/<*A>
0x1600e8,よ-し ピアノならうぞ!<*2>,/0x1600e8/<*2>
0x1600ea,むずかしいのはイヤダ や-めた<*2>,/0x1600ea/<*2>
0x1600ec,まずはじのベんきょうからだ!<*2>,/0x1600ec/<*2>
0x1600ee,それならイロイロやくだちそうだ<*2>,/0x1600ee/<*2>
 #######, colspan=2 | '''165                                                      '''
0x1600f0,"デンジュウカイにもバスがあれば
ベんリなのになぁ
 そうだね うんてんしゅは?<*A>",/0x1600f0/<*A>
0x1600f2,"バスのってみたいなあ
 のったことない? ベんリだよ<*A>",/0x1600f2/<*A>
0x1600f4,"そっか じゃあメンキョとろ
 がんばって たいヘんだよ<*A>",/0x1600f4/<*A>
0x1600f6,ないよ のるのがたのしみ<*2>,/0x1600f6/<*2>
0x1600f8,だよねぇ いいなぁ<*2>,/0x1600f8/<*2>
0x1600fa,"おう!オレがデンジュウカイに
バスをはしらせるぜ!<*2>",/0x1600fa/<*2>
0x1600fc,これからベんきょうだ!!<*2>,/0x1600fc/<*2>
 #######, colspan=2 | '''166                                                      '''
0x1600fe,"オレもニンゲンカイにいったら
ガッコウにかようのか?
 うん ベつにいいんじゃない?<*A>",/0x1600fe/<*A>
0x160100,"そっか-トモダチできるかな?
 いくきなの? できるよ<*A>",/0x160100/<*A>
0x160102,"じゃあオレはいかなくていいの?
 ニンゲンだけ いくのイヤ?<*A>",/0x160102/<*A>
0x160104,モチロン!トモダチつくるぞ-!<*2>,/0x160104/<*2>
0x160106,"ニンゲンカイでもバンゴウを
こうかんするの?<*2>",/0x160106/<*2>
0x160108,"そっか-いかなくていいのか
でもウンドウカイとかはでたいな<*2>",/0x160108/<*2>
0x16010a,だって ベんきょうやだもん!!<*2>,/0x16010a/<*2>
 #######, colspan=2 | '''167                                                      '''
0x16010c,"うわ-!たすけて-!
 どうしたの? にげろ!!<*A>",/0x16010c/<*A>
0x16010e,"ゴキブリがでたんだよ-!!
 ヘぇ- ぎゃ-<*A>",/0x16010e/<*A>
0x160110,"こしがぬけてうごけないよ!!
 どうした? ダイジョウブ?<*A>",/0x160110/<*A>
0x160112,なんとかしてよ-!!<*2>,/0x160112/<*2>
0x160114,<&name>もキライ?じゃあたすけてもらえないじゃん!!<*2>,/0x160114/<*2>
0x160116,ゴッ ゴキブリ-!!<*2>,/0x160116/<*2>
0x160118,ダメ-!<*2>,/0x160118/<*2>
 #######, colspan=2 | '''168                                                      '''
0x16011a,"さっきそこでオバケをみたんだよ
 うっそだ- スゴイじゃん<*A>",/0x16011a/<*A>
0x16011c,"ホントだよ!!ホントにみたもん
 どんなの? おおきさは?<*A>",/0x16011c/<*A>
0x16011e,"『スゴイ』? <&name>はオバケヘいきなの?コワくない?
 あってみたいよ ぜんぜん<*A>",/0x16011e/<*A>
0x160120,"くろくって ながくって それで
『グモ-ッ』ってなくんだ!<*2>",/0x160120/<*2>
0x160122,ちっちゃかった<*2>,/0x160122/<*2>
0x160124,あってどうすんのさ!!<*2>,/0x160124/<*2>
0x160126,"<&name>はいいなぁ
なにかあったらたすけてね<*2>",/0x160126/<*2>
 #######, colspan=2 | '''169                                                      '''
0x160128,"デンワしてくれないけど
ボクのことキライなの?
 うん そんなことないよ<*A>",/0x160128/<*A>
0x16012a,"えぇ-!!そうだったの-!!
なにかワルイことした?
 ベつに うそうそ<*A>",/0x16012a/<*A>
0x16012c,"そう じゃあなんでデンワして
くれないの??
 わすれてた つぎからね<*A>",/0x16012c/<*A>
0x16012e,じゃあなんでだよ-??<*2>,/0x16012e/<*2>
0x160130,"なんで<&name>は
いつもからかうんだよ-!
びっくリするじゃん!<*2>",/0x160130/<*2>
0x160132,"え-!ボクそんなにインショウが
うすいの-??<*2>",/0x160132/<*2>
0x160134,ホント?たまにはかけてね!<*2>,/0x160134/<*2>
 #######, colspan=2 | '''170                                                      '''
0x160136,"え-ん え-ん!!
 どうしたの? なになに?<*A>",/0x160136/<*A>
0x160138,"またイジメられちゃった!
 また? ダイジョウブ?<*A>",/0x160138/<*A>
0x16013a,"そんなキョウミシンシンに
きかないでよ!
 ゴメン そんなつもリないよ<*A>",/0x16013a/<*A>
0x16013c,"またってなんだよ!
マジメにそうだんしてんのに<*2>",/0x16013c/<*2>
0x16013e,うん アリガトゲンキでた<*2>,/0x16013e/<*2>
0x160140,ハァ いいけどね<*2>,/0x160140/<*2>
0x160142,"シンパイしてくれるの?
<&name>とトモダチで
よかったよ<*2>",/0x160142/<*2>
 #######, colspan=2 | '''171                                                      '''
0x160144,"ニンゲンカイには『パンダ』って
どうぶつがいるんでしょ?
 うん よくしってるね<*A>",/0x160144/<*A>
0x160146,"どんないきものなの
 シロとクロ クマっぽい<*A>",/0x160146/<*A>
0x160148,"ニンゲンカイのどうぶつに
キョウミがあるんだ!
 そうなんだ みてみたい?<*A>",/0x160148/<*A>
0x16014a,ヘぇ なんだかジミだねぇ<*2>,/0x16014a/<*2>
0x16014c,じゃあおっきいの-??<*2>,/0x16014c/<*2>
0x16014e,"<&name>よリ
くわしくなるよ!!<*2>",/0x16014e/<*2>
0x160150,"もちろん!!いつかぜったいに
みるんだ!!<*2>",/0x160150/<*2>
 #######, colspan=2 | '''172                                                      '''
0x160152,"<&name>はなにかペット
かってる?
 かってるよ なんにも<*A>",/0x160152/<*A>
0x160154,"かわいい?
 とっても あんまリ<*A>",/0x160154/<*A>
0x160156,"なにかかいたい?
 うん ベつに<*A>",/0x160156/<*A>
0x160158,これからもかわいがってね<*2>,/0x160158/<*2>
0x16015a,なんで?かわいがらなきゃダメ!<*2>,/0x16015a/<*2>
0x16015c,ボクもかいたいなぁ<*2>,/0x16015c/<*2>
0x16015e,"どうぶつキライ?デンジュウは
キライじゃないよね??<*2>",/0x16015e/<*2>
 #######, colspan=2 | '''173                                                      '''
0x160160,"<&name>はかけっこ
とくい?
 うん あんまリ<*A>",/0x160160/<*A>
0x160162,"そっかボクはニガテだな
 なんで? たのしいよ<*A>",/0x160162/<*A>
0x160164,"ボクも-なんかさいきんおなかの
あたリがふとっちゃってさぁ
 やせなよ わかるわかる<*A>",/0x160164/<*A>
0x160166,だってつかれるもん<*2>,/0x160166/<*2>
0x160168,どこが??はしるだけじゃん!<*2>,/0x160168/<*2>
0x16016a,わかってるよ-!!<*2>,/0x16016a/<*2>
0x16016c,"ボクのキモチわかるんだ!
ってことは<&name>も
やせなきゃ!<*2>",/0x16016c/<*2>
 #######, colspan=2 | '''174                                                      '''
0x16016e,"スキ-ってすなばでやるの?
 うん ちがうよ<*A>",/0x16016e/<*A>
0x160170,"そうなんだはじめてしったよ
 ホントはちがう フフフ<*A>",/0x160170/<*A>
0x160172,"えっ?じゃあどこでやるの??
 ゆきやま さかみち<*A>",/0x160172/<*A>
0x160174,あ- うそつきだ-<*2>,/0x160174/<*2>
0x160176,なんでわらってんの?<*2>,/0x160176/<*2>
0x160178,え-!サムくていやだよ-!!<*2>,/0x160178/<*2>
0x16017a,たいらじゃすすまないもんね<*2>,/0x16017a/<*2>
 #######, colspan=2 | '''175                                                      '''
0x16017c,"<&name>は
ケンカしたことある?
 ある ない<*A>",/0x16017c/<*A>
0x16017e,"あるんだぁ うわ-
 ないの?? そリゃあるよ<*A>",/0x16017e/<*A>
0x160180,"ボクもないんだこわくってさぁ
 そうだよね なかよくしなきゃ<*A>",/0x160180/<*A>
0x160182,あるわけないじゃんコワイよ<*2>,/0x160182/<*2>
0x160184,なんでそんなことすんの?<*2>,/0x160184/<*2>
0x160186,ふつうはしないでしょ!<*2>,/0x160186/<*2>
0x160188,ボクたちはなかよくしようね!<*2>,/0x160188/<*2>
 #######, colspan=2 | '''176                                                      '''
0x16018a,"おい!ボクのヒミツを
みんなにバラしたな!!
 なんで? いけなかった?<*A>",/0x16018a/<*A>
0x16018c,"『なんで』じゃないよ-!キミ
にしか はなしてないよ!!
 みんなしってたよ ゴメン<*A>",/0x16018c/<*A>
0x16018e,"もうキミをしんようして
はなしたのに!!
クチドメしなかったから ハハハ<*A>",/0x16018e/<*A>
0x160190,"どうしてだろう? まさか
しらなかったのはボクだけ?<*2>",/0x160190/<*2>
0x160192,もういいよ!しらない!!<*2>,/0x160192/<*2>
0x160194,"でもいってイイこととワルイ
ことはわかるでしょ!!<*2>",/0x160194/<*2>
0x160196,わらってるばあいじゃないよ!<*2>,/0x160196/<*2>
 #######, colspan=2 | '''177                                                      '''
0x160198,"もしもデンジュウになれたら
どんなのがいい?
 ミズけい リクけい<*A>",/0x160198/<*A>
0x16019a,"ボクはリクデンジュウだな
 なんで? そうかな?<*A>",/0x16019a/<*A>
0x16019c,"ボクもボクも!
 そうなんだ いっしょだね<*A>",/0x16019c/<*A>
0x16019e,だっておよげないんだもん<*2>,/0x16019e/<*2>
0x1601a0,そうだよ!ふやけちゃうよ!<*2>,/0x1601a0/<*2>
0x1601a2,うん はしるのすきだし<*2>,/0x1601a2/<*2>
0x1601a4,きがあうね!!<*2>,/0x1601a4/<*2>
 #######, colspan=2 | '''178                                                      '''
0x1601a6,"おモチってどんなの?
 シロいの ふくれるよ<*A>",/0x1601a6/<*A>
0x1601a8,"シロいんだ?
 うん ほかにもあるけどね<*A>",/0x1601a8/<*A>
0x1601aa,"いきものなの??
 やくとふくれるよ そうだよ<*A>",/0x1601aa/<*A>
0x1601ac,おいしそう たベたいなぁ<*2>,/0x1601ac/<*2>
0x1601ae,"え?みてみたいよ!!
ムラサキとかある?<*2>",/0x1601ae/<*2>
0x1601b0,いきてんのかとおもったよ!<*2>,/0x1601b0/<*2>
0x1601b2,いきものか なんかコワイ<*2>,/0x1601b2/<*2>
 #######, colspan=2 | '''179                                                      '''
0x1601b4,"ニンゲンカイのガッコウヘいって
ベんきょうしたいんだ!
 え-!! スゴイね<*A>",/0x1601b4/<*A>
0x1601b6,"なんで『え-』なの??
 ベんきょうするの? ゴメン<*A>",/0x1601b6/<*A>
0x1601b8,"そうかなあ?
 そうだよ! ソンケ-しちゃう<*A>",/0x1601b8/<*A>
0x1601ba,"うん <&name>は
ベんきょうがキライなの??<*2>",/0x1601ba/<*2>
0x1601bc,いやベつにあやまらなくても<*2>,/0x1601bc/<*2>
0x1601be,そうかなぁ????<*2>,/0x1601be/<*2>
0x1601c0,いやいや そんなぁ-<*2>,/0x1601c0/<*2>
 #######, colspan=2 | '''180                                                      '''
0x1601c2,"ねぇ モモンガってしってる?
 しってるよ しらないの?<*A>",/0x1601c2/<*A>
0x1601c4,"どんなのなの??おいしい?
 どうぶつだよ おいしくはない<*A>",/0x1601c4/<*A>
0x1601c6,"モモのなかまじゃないの?
 ちがうよ そらとぶよ<*A>",/0x1601c6/<*A>
0x1601c8,なんだカンチガイ<*2>,/0x1601c8/<*2>
0x1601ca,たベたことあるんだ<*2>,/0x1601ca/<*2>
0x1601cc,そうなんだじゃあキカイ?<*2>,/0x1601cc/<*2>
0x1601ce,とぶの?そらとぶモモ??<*2>,/0x1601ce/<*2>
 #######, colspan=2 | '''181                                                      '''
0x1601d0,"もしもし?きこえる?
 うん きこえないの?<*A>",/0x1601d0/<*A>
0x1601d2,こっちのデンパがわるいみたい<*2>,/0x1601d2/<*2>
0x1601d4,ちかからかけてるせいかな?<*2>,/0x1601d4/<*2>
 #######, colspan=2 | '''182                                                      '''
0x1601d6,"ダチョウってなんのいきもの?
 トリだよ わかんない<*A>",/0x1601d6/<*A>
0x1601d8,"トリなんだ かわいいの?
 デカイよ マツゲがながい<*A>",/0x1601d8/<*A>
0x1601da,"なまえだけきくとコワそうだね
 うん そお?<*A>",/0x1601da/<*A>
0x1601dc,ボクよリデカイの?コワ-イ<*2>,/0x1601dc/<*2>
0x1601de,カワイイじゃん<*2>,/0x1601de/<*2>
0x1601e0,きっと5メ-トルくらいあるぜ!<*2>,/0x1601e0/<*2>
0x1601e2,そんなことないかな??<*2>,/0x1601e2/<*2>
 #######, colspan=2 | '''183                                                      '''
0x1601e4,"コラ!いまどこにいる!
ジカンすぎてるぞ!
 やくそくしてないよ だれ?<*A>",/0x1601e4/<*A>
0x1601e6,"え?そう おかしいなぁ
 ほかのコじゃない? きるよ<*A>",/0x1601e6/<*A>
0x1601e8,"ん?オマエこそだれだ??
 <&name> おしえない<*A>",/0x1601e8/<*A>
0x1601ea,うんそうかも わるいね<*2>,/0x1601ea/<*2>
0x1601ec,あぁ うん ゴメンナサイ<*2>,/0x1601ec/<*2>
0x1601ee,あ- まちがえたゴメ-ン<*2>,/0x1601ee/<*2>
0x1601f0,"あ-!!そのこえは
<&name>だろ!!<*2>",/0x1601f0/<*2>
 #######, colspan=2 | '''184                                                      '''
0x1601f2,"きいてくれよ!オレのトモダチ
いるすつかうんだぜ!
 ヘえ いるすってなに?<*A>",/0x1601f2/<*A>
0x1601f4,"ヘえってなにかゆうことないの?
 ヒドイね ベつに<*A>",/0x1601f4/<*A>
0x1601f6,"いないフリすることだよ!
 そリゃイカン! そうなんだ<*A>",/0x1601f6/<*A>
0x1601f8,だろだろ?ヒドイんだ!!<*2>,/0x1601f8/<*2>
0x1601fa,オマエもツメタイぞ!!<*2>,/0x1601fa/<*2>
0x1601fc,そうだ!イカンのだ!!<*2>,/0x1601fc/<*2>
0x1601fe,カンシンしてないでハナシきけ!<*2>,/0x1601fe/<*2>
